Alameda, CA Alameda, CA: Data Inventory 
Station ID: 9414750 
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9414750 20050507 05:18   4.300 276.000   5.200  14.800  17.600 1018.20
9414750 20050507 05:24   4.100 278.000   5.400  14.600  17.600 1018.30
9414750 20050507 05:30   4.000 279.000   5.400  14.600  17.600 1018.20
9414750 20050507 05:36   4.200 280.000   5.800  14.600  17.500 1018.30
9414750 20050507 05:42   3.900 279.000   5.200  14.500  17.400 1018.30
9414750 20050507 05:48   5.400 280.000   6.200  14.500  17.200 1018.40
9414750 20050507 05:54   5.200 280.000   6.200  14.300  17.100 1018.30
9414750 20050507 06:00   5.700 280.000   6.900  14.300  17.000 1018.40
9414750 20050507 06:06   5.800 278.000   6.600  14.300  16.900 1018.40
9414750 20050507 06:12   5.000 282.000   6.100  14.300  16.900 1018.40
9414750 20050507 06:18   5.400 279.000   6.700  14.200  16.800 1018.40
9414750 20050507 06:24   5.600 279.000   7.100  14.200  16.800 1018.30
9414750 20050507 06:30   5.300 281.000   6.800  14.100  16.700 1018.30
9414750 20050507 06:36   4.600 280.000   5.800  14.000  16.700 1018.30
9414750 20050507 06:42   4.300 279.000   5.800  14.000  16.700 1018.30
9414750 20050507 06:48   3.300 286.000   4.700  13.900  16.700 1018.40
9414750 20050507 06:54   3.200 286.000   4.200  13.900  16.700 1018.50
9414750 20050507 07:00   2.000 284.000   3.900  13.900  16.800 1018.50
9414750 20050507 07:06   2.000 288.000   3.300  14.000  16.700 1018.50
9414750 20050507 07:12                                                
9414750 20050507 07:18   2.800 278.000   3.400  14.000  16.800 1018.50
9414750 20050507 07:24   3.400 278.000   3.800  14.000  16.800 1018.60
9414750 20050507 07:30   3.200 281.000   4.000  14.100  16.800 1018.60
9414750 20050507 07:36   3.000 281.000   4.100  14.100  16.900 1018.60
9414750 20050507 07:42   3.100 283.000   4.300  14.100  16.900 1018.50
9414750 20050507 07:48   3.100 285.000   4.100  14.100  16.900 1018.50
9414750 20050507 07:54   1.900 285.000   3.600  14.000  16.900 1018.30
9414750 20050507 08:00   0.100 307.000   2.200  14.000  16.900 1018.30
9414750 20050507 08:06   0.300 307.000   1.900  14.000  16.900 1018.30
9414750 20050507 08:12   0.400 292.000   1.900  14.000  16.900 1018.30
9414750 20050507 08:18   0.300 294.000   2.400  14.000  16.900 1018.30
9414750 20050507 08:24   2.200 293.000   2.800  13.900  17.000 1018.30
9414750 20050507 08:30   1.800 291.000   2.500  13.900  17.000 1018.30
9414750 20050507 08:36   0.800 293.000   2.500  13.900  17.000 1018.30
9414750 20050507 08:42   1.200 289.000   2.300  13.800  17.000 1018.10
9414750 20050507 08:48                                                
9414750 20050507 08:54   1.700 291.000   2.500  13.800  17.100 1018.00
9414750 20050507 09:00   0.700 297.000   2.200  13.800  17.100 1018.00
9414750 20050507 09:06   1.600 289.000   2.300  13.800  17.100 1018.00
9414750 20050507 09:12                                                
9414750 20050507 09:18   0.100 296.000   0.800  13.800  17.200 1018.10
9414750 20050507 09:24   0.400 292.000   1.800  13.800  17.200 1018.00
9414750 20050507 09:30   0.000 293.000   1.500  13.800  17.200 1017.90
9414750 20050507 09:36                                                
9414750 20050507 09:42   0.000 293.000   0.400  13.800  17.300 1017.70
9414750 20050507 09:48   0.500 277.000   1.800  13.900  17.300 1017.70
9414750 20050507 09:54   0.700 262.000   2.200  13.800  17.300 1017.60
9414750 20050507 10:00   1.200 266.000   3.000  13.800  17.300 1017.60
9414750 20050507 10:06   1.400 274.000   2.800  13.800  17.300 1017.70
9414750 20050507 10:12   0.800 271.000   2.500  13.800  17.300 1017.70
9414750 20050507 10:18   1.700 266.000   2.700  13.800  17.300 1017.80
9414750 20050507 10:24   2.100 268.000   3.000  13.800  17.300 1017.80
9414750 20050507 10:30   1.700 269.000   2.800  13.800  17.300 1017.90
9414750 20050507 10:36   2.200 272.000   3.300  13.800  17.300 1017.80
9414750 20050507 10:42   2.100 269.000   3.200  13.700  17.300 1017.70
9414750 20050507 10:48   1.800 268.000   2.800  13.700  17.300 1017.70
9414750 20050507 10:54   2.800 273.000   3.700  13.700  17.300 1017.60
9414750 20050507 11:00   3.500 276.000   4.700  13.800  17.300 1017.60
9414750 20050507 11:06   3.100 272.000   4.300  14.000  17.300 1017.70
9414750 20050507 11:12   2.800 275.000   4.200  13.900  17.400 1017.80
9414750 20050507 11:18   3.100 273.000   4.600  13.800  17.300 1017.90
9414750 20050507 11:24   2.200 268.000   3.800  13.700  17.300 1017.90
9414750 20050507 11:30   2.200 263.000   3.800  13.700  17.400 1017.80
9414750 20050507 11:36   2.200 266.000   3.500  13.700  17.400 1017.90
9414750 20050507 11:42   2.400 264.000   3.200  13.700  17.400 1017.90
9414750 20050507 11:48   2.400 259.000   3.100  13.700  17.400 1017.90
9414750 20050507 11:54   2.400 268.000   3.500  13.800  17.300 1017.90
9414750 20050507 12:00   2.200 267.000   3.300  13.700  17.300 1018.00
9414750 20050507 12:06   2.500 264.000   3.700  13.800  17.300 1017.90
9414750 20050507 12:12   1.800 267.000   3.100  13.800  17.300 1017.90
9414750 20050507 12:18   1.600 272.000   3.300  13.800  17.300 1018.00
9414750 20050507 12:24   2.000 262.000   3.200  13.700  17.400 1018.00
9414750 20050507 12:30   0.500 270.000   3.100  13.700  17.400 1018.00
9414750 20050507 12:36   0.200 274.000   2.600  13.800  17.300 1018.00
9414750 20050507 12:42   1.500 262.000   3.200  13.800  17.300 1017.90
9414750 20050507 12:48   1.600 261.000   3.000  13.800  17.400 1018.00
9414750 20050507 12:54   1.600 264.000   2.900  13.800  17.400 1018.00
9414750 20050507 13:00   1.100 265.000   3.100  13.900  17.300 1018.00
9414750 20050507 13:06   2.100 264.000   3.200  13.800  17.300 1018.10
9414750 20050507 13:12   2.300 268.000   4.000  13.800  17.300 1018.10
9414750 20050507 13:18   2.100 265.000   3.400  13.900  17.300 1018.10
9414750 20050507 13:24   2.400 259.000   3.500  13.800  17.300 1018.30
9414750 20050507 13:30   1.800 270.000   3.700  13.800  17.300 1018.30
9414750 20050507 13:36   1.900 273.000   3.000  13.900  17.300 1018.40
9414750 20050507 13:42   1.600 268.000   3.100  13.800  17.300 1018.40
9414750 20050507 13:48   1.900 259.000   3.600  13.800  17.300 1018.40
9414750 20050507 13:54   1.500 276.000   4.100  13.900  17.300 1018.50
9414750 20050507 14:00   1.900 275.000   2.900  13.800  17.300 1018.60
9414750 20050507 14:06   2.600 274.000   3.600  13.900  17.300 1018.60
9414750 20050507 14:12   2.500 270.000   3.900  13.900  17.200 1018.50
9414750 20050507 14:18   2.800 274.000   3.900  13.900  17.100 1018.50
9414750 20050507 14:24   2.900 273.000   3.800  13.900  17.000 1018.50
9414750 20050507 14:30   2.100 269.000   3.300  14.000  17.000 1018.60
9414750 20050507 14:36   2.400 265.000   4.300  14.000  17.000 1018.60
9414750 20050507 14:42   2.400 273.000   3.100  14.100  16.900 1018.40
9414750 20050507 14:48   2.700 267.000   4.400  14.200  16.900 1018.40
9414750 20050507 14:54   2.500 265.000   3.600  14.300  16.900 1018.50
9414750 20050507 15:00   3.200 273.000   4.300  14.300  16.900 1018.60
9414750 20050507 15:06   2.900 274.000   3.900  14.300  16.900 1018.60
9414750 20050507 15:12   1.800 272.000   3.600  14.400  16.900 1018.60
9414750 20050507 15:18   2.700 271.000   3.700  14.400  16.900 1018.60
9414750 20050507 15:24   2.700 268.000   4.000  14.400  16.900 1018.60
9414750 20050507 15:30   2.100 265.000   3.700  14.300  16.900 1018.60
9414750 20050507 15:36   2.200 276.000   3.100  14.400  16.900 1018.70
9414750 20050507 15:42   1.700 271.000   3.500  14.400  16.900 1018.70
9414750 20050507 15:48   2.500 281.000   3.400  14.500  16.900 1018.70
9414750 20050507 15:54   2.400 271.000   3.600  14.600  17.000 1018.80
9414750 20050507 16:00   3.200 275.000   4.100  14.800  16.900 1018.80
9414750 20050507 16:06   2.200 270.000   3.700  14.900  16.900 1018.80
9414750 20050507 16:12   2.800 275.000   3.500  14.900  16.900 1018.80
9414750 20050507 16:18   2.500 276.000   3.400  14.600  16.900 1018.80
9414750 20050507 16:24   2.000 272.000   3.400  14.600  16.900 1018.90
9414750 20050507 16:30   1.100 262.000   2.700  14.800  17.000 1018.90
9414750 20050507 16:36   2.400 276.000   3.200  14.800  17.000 1018.80
9414750 20050507 16:42   0.700 265.000   2.900  15.100  17.000 1018.80
9414750 20050507 16:48   2.400 275.000   3.200  15.000  17.000 1018.80
9414750 20050507 16:54   2.700 275.000   3.800  14.900  17.000 1019.00
9414750 20050507 17:00   3.000 278.000   4.000  15.000  17.000 1019.00
9414750 20050507 17:06                                                
9414750 20050507 17:12   1.100 262.000   2.800  15.200  17.100 1019.00
9414750 20050507 17:18   0.300 272.000   2.400  15.300  17.100 1019.00
9414750 20050507 17:24   1.800 260.000   3.200  15.300  17.100 1019.20
9414750 20050507 17:30                                                
9414750 20050507 17:36   0.500 261.000   2.900  15.300  17.100 1019.30
9414750 20050507 17:42   0.700 270.000   2.400  15.400  17.100 1019.40
9414750 20050507 17:48   1.400 278.000   2.200  15.400  17.100 1019.30
9414750 20050507 17:54   2.000 273.000   3.100  15.500  17.200 1019.30
9414750 20050507 18:00   3.200 274.000   3.900  15.600  17.200 1019.30
9414750 20050507 18:06   2.800 276.000   3.800  15.700  17.100 1019.30
9414750 20050507 18:12   3.400 276.000   4.300  15.700  17.100 1019.20
9414750 20050507 18:18   3.100 282.000   4.000  15.900  17.100 1019.20
9414750 20050507 18:24   3.300 276.000   5.200  16.000  17.100 1019.30
9414750 20050507 18:30   2.100 274.000   4.100  16.200  17.100 1019.20
9414750 20050507 18:36   1.300 295.000   4.200  16.300  17.000 1019.10
9414750 20050507 18:42   2.500 266.000   4.000  16.000  16.900 1019.10
9414750 20050507 18:48   3.500 272.000   4.300  16.000  16.800 1019.10
9414750 20050507 18:54   2.700 274.000   4.900  16.000  16.700 1019.00
9414750 20050507 19:00   2.900 271.000   4.300  16.000  16.700 1019.00
9414750 20050507 19:06   2.400 272.000   3.200  16.100  16.700 1019.00
9414750 20050507 19:12   2.600 272.000   4.500  16.100  16.700 1019.10
9414750 20050507 19:18   3.000 270.000   3.700  16.000  16.700 1019.00
9414750 20050507 19:24   2.800 277.000   4.300  16.200  16.600 1019.00
9414750 20050507 19:30   2.300 278.000   3.200  16.300  16.600 1018.90
9414750 20050507 19:36   1.500 263.000   2.700  16.700  16.600 1018.80
9414750 20050507 19:42   0.800 262.000   2.500  17.100  16.600 1018.70
9414750 20050507 19:48   1.100 266.000   2.700  16.800  16.500 1018.70
9414750 20050507 19:54   1.800 178.000   3.000  16.300  16.500 1018.70
9414750 20050507 20:00   2.100 159.000   2.700  15.900  16.500 1018.70
9414750 20050507 20:06   2.500 156.000   3.200  15.900  16.500 1018.60
9414750 20050507 20:12   1.600 174.000   2.900  15.900  16.500 1018.70
9414750 20050507 20:18   0.300 181.000   2.300  16.200  16.500 1018.70
9414750 20050507 20:24   2.900 190.000   3.800  16.300  16.500 1018.70
9414750 20050507 20:30   2.000 181.000   3.500  16.400  16.600 1018.60
9414750 20050507 20:36   2.400 193.000   3.300  16.600  16.600 1018.60
9414750 20050507 20:42   0.300 204.000   3.400  17.000  16.600 1018.60
9414750 20050507 20:48   0.700 268.000   2.700  17.300  16.600 1018.60
9414750 20050507 20:54   2.100 274.000   3.500  17.700  16.600 1018.70
9414750 20050507 21:00   1.600 277.000   3.200  17.800  16.600 1018.70
9414750 20050507 21:06   2.200 267.000   3.600  17.500  16.700 1018.60
9414750 20050507 21:12   2.300 268.000   3.200  17.600  16.700 1018.60
9414750 20050507 21:18   2.500 271.000   4.500  17.500  16.700 1018.50
9414750 20050507 21:24   2.500 272.000   4.000  17.400  16.600 1018.40
9414750 20050507 21:30   2.400 271.000   3.600  17.500  16.600 1018.40
9414750 20050507 21:36   1.800 270.000   3.700  17.500  16.600 1018.40
9414750 20050507 21:42   3.000 265.000   4.900  17.500  16.600 1018.40
9414750 20050507 21:48   2.700 270.000   3.800  17.500  16.600 1018.40
9414750 20050507 21:54   2.500 269.000   4.400  17.600  16.600 1018.40
9414750 20050507 22:00   2.400 268.000   4.100  17.500  16.600 1018.40
9414750 20050507 22:06   2.800 265.000   4.400  17.500  16.600 1018.40
9414750 20050507 22:12   2.800 265.000   4.500  17.500  16.700 1018.30
9414750 20050507 22:18   3.400 269.000   4.800  17.400  16.700 1018.30
9414750 20050507 22:24   3.500 266.000   4.700  17.500  16.700 1018.40
9414750 20050507 22:30   3.400 266.000   5.000  17.300  16.700 1018.30
9414750 20050507 22:36   3.900 267.000   5.600  17.200  16.800 1018.30
9414750 20050507 22:42   3.400 275.000   5.800  17.100  16.800 1018.20
9414750 20050507 22:48   4.000 265.000   6.100  17.000  16.900 1018.20
9414750 20050507 22:54   3.900 265.000   5.300  17.100  16.900 1018.20
9414750 20050507 23:00   3.300 268.000   5.100  17.100  16.900 1018.10
9414750 20050507 23:06   3.500 268.000   5.800  17.000  17.000 1018.10
9414750 20050507 23:12   4.100 267.000   5.600  17.000  17.000 1018.00
9414750 20050507 23:18   3.900 269.000   5.300  16.900  17.100 1018.00
9414750 20050507 23:24   3.300 265.000   5.200  16.900  17.100 1017.80
9414750 20050507 23:30   3.400 268.000   4.500  16.900  17.100 1017.80
9414750 20050507 23:36   3.800 269.000   5.800  16.900  17.100 1017.80
9414750 20050507 23:42   4.200 264.000   5.800  16.700  17.100 1017.90
9414750 20050507 23:48   3.700 268.000   5.100  16.600  17.100 1017.90
9414750 20050507 23:54   3.800 271.000   5.600  16.500  17.200 1017.90
9414750 20050508 00:00   3.700 268.000   5.600  16.500  17.200 1017.90
9414750 20050508 00:06   3.900 270.000   5.700  16.300  17.200 1017.90
9414750 20050508 00:12   3.300 265.000   5.900  16.300  17.200 1017.70
9414750 20050508 00:18   3.400 267.000   4.500  16.300  17.300 1017.80
9414750 20050508 00:24   3.800 269.000   5.100  16.200  17.400 1017.90
9414750 20050508 00:30   4.500 266.000   7.400  16.100  17.500 1017.80
9414750 20050508 00:36   3.700 269.000   5.600  15.900  17.600 1017.80
9414750 20050508 00:42   3.600 269.000   5.900  15.800  17.600 1017.90
9414750 20050508 00:48   3.500 267.000   5.000  15.800  17.700 1017.90
9414750 20050508 00:54   3.700 273.000   5.200  15.800  17.600 1017.70
9414750 20050508 01:00   3.400 266.000   4.900  15.800  17.700 1017.70
9414750 20050508 01:06   4.100 274.000   5.200  15.700  17.700 1017.60
9414750 20050508 01:12   3.200 265.000   5.300  15.700  17.900 1017.60
9414750 20050508 01:18   3.500 265.000   5.100  15.700  18.000 1017.60
9414750 20050508 01:24   3.400 267.000   5.200  15.800  18.000 1017.60
9414750 20050508 01:30   3.800 265.000   5.400  15.800  18.000 1017.60
9414750 20050508 01:36   3.600 265.000   5.100  15.900  18.100 1017.60
9414750 20050508 01:42   3.100 267.000   4.700  15.900  18.100 1017.50
9414750 20050508 01:48   3.400 272.000   4.600  15.800  18.100 1017.50
9414750 20050508 01:54   3.200 266.000   4.700  15.800  18.100 1017.50
9414750 20050508 02:00   4.100 272.000   5.100  15.800  18.100 1017.50
9414750 20050508 02:06   3.800 274.000   4.900  15.800  18.100 1017.40
9414750 20050508 02:12   2.800 265.000   5.200  15.700  18.100 1017.40
9414750 20050508 02:18   2.300 266.000   4.000  15.600  18.100 1017.30
9414750 20050508 02:24   2.000 270.000   3.200  15.600  18.000 1017.30
9414750 20050508 02:30   2.700 266.000   3.900  15.600  18.000 1017.30
9414750 20050508 02:36   2.600 265.000   4.400  15.600  18.000 1017.40
9414750 20050508 02:42   2.600 268.000   4.100  15.500  18.000 1017.40
9414750 20050508 02:48   2.700 268.000   4.200  15.400  18.000 1017.40
9414750 20050508 02:54   2.300 267.000   4.000  15.400  18.000 1017.40
9414750 20050508 03:00   1.500 266.000   3.600  15.400  17.800 1017.40
9414750 20050508 03:06   1.600 270.000   3.400  15.400  17.700 1017.30
9414750 20050508 03:12   1.900 268.000   2.900  15.400  17.600 1017.30
9414750 20050508 03:18   2.600 266.000   3.500  15.400  17.600 1017.40
9414750 20050508 03:24   2.900 264.000   3.700  15.300  17.600 1017.40
9414750 20050508 03:30   2.700 267.000   3.800  15.400  17.600 1017.50
9414750 20050508 03:36   3.200 271.000   4.500  15.400  17.600 1017.60
9414750 20050508 03:42                                                
9414750 20050508 03:48   3.100 265.000   4.200  15.300  17.600 1017.50
9414750 20050508 03:54   3.100 268.000   4.400  15.300  17.700 1017.60
9414750 20050508 04:00   2.000 275.000   3.700  15.300  17.700 1017.50
9414750 20050508 04:06   2.800 270.000   3.800  15.200  17.700 1017.50
9414750 20050508 04:12   2.700 267.000   3.700  15.300  17.700 1017.50
9414750 20050508 04:18   2.400 276.000   3.300  15.300  17.700 1017.50
9414750 20050508 04:24   2.000 268.000   3.200  15.300  17.700 1017.70
9414750 20050508 04:30   1.900 267.000   3.400  15.200  17.700 1017.80
9414750 20050508 04:36   1.800 270.000   3.000  15.300  17.700 1017.60
9414750 20050508 04:42   2.400 269.000   3.900  15.300  17.700 1017.70
9414750 20050508 04:48   1.500 274.000   3.700  15.200  17.700 1017.50
9414750 20050508 04:54   2.100 267.000   3.800  15.300  17.700 1017.60
9414750 20050508 05:00   2.400 268.000   4.100  15.300  17.700 1017.70
9414750 20050508 05:06   2.000 273.000   3.200  15.300  17.600 1017.80
9414750 20050508 05:12   2.400 265.000   3.900  15.200  17.600 1017.90
9414750 20050508 05:18   0.800 265.000   3.100  15.300  17.600 1017.90
9414750 20050508 05:24   1.100 273.000   3.500  15.300  17.600 1017.80
9414750 20050508 05:30   1.700 278.000   3.700  15.300  17.600 1017.70
9414750 20050508 05:36   1.200 276.000   3.000  15.200  17.600 1017.60
9414750 20050508 05:42   1.200 281.000   3.200  15.200  17.600 1017.80
9414750 20050508 05:48   1.400 284.000   2.900  15.200  17.600 1017.80
9414750 20050508 05:54   1.500 274.000   2.700  15.200  17.600 1017.80
9414750 20050508 06:00   1.800 280.000   3.100  15.100  17.600 1017.80
9414750 20050508 06:06   0.600 212.000   3.000  15.200  17.500 1017.70
9414750 20050508 06:12   0.900 228.000   3.700  15.100  17.500 1017.70
9414750 20050508 06:18   0.500 249.000   3.500  15.100  17.500 1017.60
9414750 20050508 06:24   1.500 206.000   3.100  15.100  17.500 1017.60
9414750 20050508 06:30   0.900 204.000   3.100  15.100  17.500 1017.50
9414750 20050508 06:36   1.700 213.000   3.200  15.000  17.500 1017.60
9414750 20050508 06:42   0.800 220.000   2.500  15.100  17.400 1017.50
9414750 20050508 06:48   2.900 191.000   3.500  15.100  17.400 1017.50
9414750 20050508 06:54   3.400 198.000   4.300  15.100  17.400 1017.50
9414750 20050508 07:00   4.000 196.000   4.800  15.100  17.300 1017.50
9414750 20050508 07:06   3.600 192.000   4.300  15.100  17.300 1017.40
9414750 20050508 07:12   3.300 176.000   4.400  15.000  17.300 1017.40
9414750 20050508 07:18   3.200 176.000   3.400  15.000  17.200 1017.40
9414750 20050508 07:24   3.600 179.000   4.200  15.000  17.200 1017.40
9414750 20050508 07:30   3.600 190.000   3.900  15.100  17.100 1017.30
9414750 20050508 07:36   3.500 167.000   4.000  14.900  17.100 1017.20
9414750 20050508 07:42   3.400 164.000   4.000  15.000  17.100 1017.30
9414750 20050508 07:48   3.400 186.000   4.400  15.100  17.000 1017.20
9414750 20050508 07:54   4.200 182.000   4.800  15.000  17.000 1017.10
9414750 20050508 08:00   3.600 193.000   4.500  15.100  16.900 1017.10
9414750 20050508 08:06   3.000 187.000   3.800  15.100  16.900 1017.00
9414750 20050508 08:12   3.500 176.000   3.800  15.000  16.900 1017.10
9414750 20050508 08:18   3.400 195.000   4.000  15.100  16.900 1016.90
9414750 20050508 08:24   3.700 191.000   4.100  15.200  16.900 1016.90
9414750 20050508 08:30                                                
9414750 20050508 08:36   4.200 176.000   4.700  15.100  16.900 1016.80
9414750 20050508 08:42   4.200 178.000   4.900  14.900  16.900 1016.60
9414750 20050508 08:48   3.900 168.000   4.700  15.000  16.900 1016.50
9414750 20050508 08:54   3.900 176.000   4.500  15.000  17.000 1016.50
9414750 20050508 09:00   4.500 176.000   5.400  15.100  16.900 1016.40
9414750 20050508 09:06   5.000 177.000   6.100  15.100  17.000 1016.40
9414750 20050508 09:12   5.700 186.000   6.500  15.100  16.900 1016.30
9414750 20050508 09:18   4.700 187.000   5.700  15.100  17.000 1016.20
9414750 20050508 09:24   5.100 173.000   6.200  15.100  17.000 1016.10
9414750 20050508 09:30   5.000 176.000   6.000  15.100  17.000 1016.00
9414750 20050508 09:36   5.200 181.000   6.000  15.100  17.100 1016.10
9414750 20050508 09:42   4.700 188.000   5.900  15.200  17.100 1016.00
9414750 20050508 09:48   5.100 186.000   6.000  15.100  17.200 1016.00
9414750 20050508 09:54   4.300 192.000   5.900  15.000  17.200 1015.90
9414750 20050508 10:00   4.100 178.000   4.900  15.100  17.200 1015.90
9414750 20050508 10:06   3.800 164.000   4.400  15.100  17.200 1015.80
9414750 20050508 10:12   3.700 183.000   4.800  15.100  17.300 1015.80
9414750 20050508 10:18   3.800 172.000   4.600  15.100  17.300 1015.80
9414750 20050508 10:24   4.100 171.000   4.700  15.000  17.300 1015.80
9414750 20050508 10:30   4.300 178.000   5.600  15.000  17.400 1015.70
9414750 20050508 10:36   3.900 160.000   4.700  15.000  17.400 1015.60
9414750 20050508 10:42   3.800 156.000   4.900  15.000  17.400 1015.60
9414750 20050508 10:48   4.100 152.000   4.800  15.000  17.400 1015.50
9414750 20050508 10:54   3.800 159.000   4.600  14.900  17.400 1015.50
9414750 20050508 11:00   3.800 157.000   4.400  14.900  17.500 1015.40
9414750 20050508 11:06   4.000 147.000   4.500  14.900  17.500 1015.30
9414750 20050508 11:12   4.200 166.000   4.900  14.900  17.500 1015.40
9414750 20050508 11:18   3.700 180.000   4.900  14.700  17.500 1015.30
9414750 20050508 11:24   4.500 147.000   5.400  14.600  17.400 1015.20
9414750 20050508 11:30   3.800 154.000   5.000  14.500  17.500 1015.10
9414750 20050508 11:36   4.400 163.000   5.900  14.500  17.500 1015.10
9414750 20050508 11:42   5.100 155.000   6.100  14.500  17.500 1015.10
9414750 20050508 11:48   5.800 155.000   6.300  14.500  17.500 1015.00
9414750 20050508 11:54   5.600 160.000   6.900  14.600  17.500 1015.00
9414750 20050508 12:00   6.700 177.000   7.400  14.500  17.600 1015.20
9414750 20050508 12:06   6.500 174.000   7.400  14.400  17.600 1015.30
9414750 20050508 12:12   7.000 172.000   7.700  14.300  17.600 1015.20
9414750 20050508 12:18   5.600 165.000   6.800  14.200  17.600 1015.20
9414750 20050508 12:24   5.300 153.000   6.000  14.400  17.600 1015.10
9414750 20050508 12:30   5.600 162.000   6.300  14.600  17.600 1015.30
9414750 20050508 12:36   4.600 164.000   5.800  14.600  17.600 1015.20
9414750 20050508 12:42   5.500 158.000   6.200  14.500  17.600 1015.10
9414750 20050508 12:48   5.800 149.000   6.400  14.700  17.600 1015.00
9414750 20050508 12:54   6.500 151.000   7.600  14.700  17.600 1015.00
9414750 20050508 13:00   6.400 153.000   6.900  14.700  17.600 1014.80
9414750 20050508 13:06   7.000 151.000   7.500  14.500  17.600 1014.90
9414750 20050508 13:12   5.900 144.000   7.000  14.600  17.600 1015.10
9414750 20050508 13:18   6.200 142.000   7.600  14.700  17.600 1015.00
9414750 20050508 13:24   6.200 116.000   7.400  14.200  17.700 1015.00
9414750 20050508 13:30   6.700 116.000   7.700  13.900  17.600 1014.90
9414750 20050508 13:36   6.400 114.000   7.500  13.800  17.600 1014.80
9414750 20050508 13:42   6.700 116.000   8.000  13.800  17.700 1014.80
9414750 20050508 13:48                                                
9414750 20050508 13:54   7.200 122.000   8.400  13.800  17.600 1014.90
9414750 20050508 14:00   6.900 121.000   8.200  13.700  17.600 1014.90
9414750 20050508 14:06   7.200 126.000   8.100  13.600  17.600 1014.90
9414750 20050508 14:12   7.500 127.000   8.500  13.500  17.600 1014.90
9414750 20050508 14:18   7.000 125.000   8.100  13.600  17.600 1015.00
9414750 20050508 14:24   6.700 127.000   8.500  13.600  17.600 1014.80
9414750 20050508 14:30   7.400 117.000   8.500  13.600  17.600 1014.70
9414750 20050508 14:36   7.100 120.000   8.000  13.600  17.500 1014.60
9414750 20050508 14:42   7.500 120.000   8.700  13.600  17.500 1014.60
9414750 20050508 14:48   7.200 119.000   9.000  13.600  17.500 1014.70
9414750 20050508 14:54   7.600 119.000   8.500  13.700  17.500 1014.80
9414750 20050508 15:00   7.500 123.000   8.500  13.800  17.500 1014.70
9414750 20050508 15:06   7.000 122.000   8.200  13.800  17.400 1014.70
9414750 20050508 15:12   6.200 119.000   7.400  13.800  17.400 1014.80
9414750 20050508 15:18   6.600 123.000   7.900  13.800  17.200 1014.80
9414750 20050508 15:24   7.200 124.000   8.600  14.000  17.000 1014.80
9414750 20050508 15:30   7.500 125.000   8.900  14.000  16.800 1014.70
9414750 20050508 15:36   7.200 127.000   8.100  14.200  16.600 1014.60
9414750 20050508 15:42   7.500 130.000   8.400  14.200  16.600 1014.70
9414750 20050508 15:48   7.900 130.000   9.000  14.100  16.600 1014.80
9414750 20050508 15:54   7.600 125.000   8.600  14.200  16.700 1014.70
9414750 20050508 16:00   6.800 122.000   8.500  14.300  16.700 1014.70
9414750 20050508 16:06   7.600 122.000   8.500  14.200  16.800 1014.60
9414750 20050508 16:12   7.200 125.000   8.400  14.400  16.900 1014.60
9414750 20050508 16:18   7.400 123.000   9.400  14.600  16.900 1014.60
9414750 20050508 16:24   8.000 124.000   9.400  14.600  16.900 1014.50
9414750 20050508 16:30   8.100 125.000   9.600  14.500  16.900 1014.40
9414750 20050508 16:36   8.600 129.000   9.900  14.600  16.900 1014.30
9414750 20050508 16:42   9.400 137.000  10.500  14.700  16.900 1014.40
9414750 20050508 16:48   9.100 136.000  10.400  14.700  16.900 1014.30
9414750 20050508 16:54   8.200 132.000  10.700  14.700  16.900 1014.30
9414750 20050508 17:00   7.800 126.000  10.500  14.500  16.900 1014.40
9414750 20050508 17:06   7.400 126.000   9.500  14.600  16.900 1014.20
9414750 20050508 17:12   7.500 126.000   9.000  14.500  17.000 1014.20
9414750 20050508 17:18   6.400 119.000   8.800  14.600  17.000 1014.10
9414750 20050508 17:24   7.900 129.000   9.100  14.900  17.000 1014.00
9414750 20050508 17:30   8.300 127.000  10.700  15.000  17.000 1014.10
9414750 20050508 17:36   8.600 134.000  10.000  15.200  16.900 1014.10
9414750 20050508 17:42   9.800 132.000  10.900  15.300  16.900 1014.30
9414750 20050508 17:48   9.800 137.000  11.100  15.300  16.900 1014.20
9414750 20050508 17:54  10.200 140.000  11.300  15.200  16.900 1014.10
9414750 20050508 18:00  10.100 138.000  11.700  15.400  17.100 1014.10
9414750 20050508 18:06   9.500 133.000  11.200  15.400  17.200 1014.10
9414750 20050508 18:12   9.900 136.000  11.600  15.400  17.200 1013.90
9414750 20050508 18:18   9.900 143.000  11.300  15.400  17.200 1013.90
9414750 20050508 18:24   9.900 137.000  11.200  15.500  17.100 1013.90
9414750 20050508 18:30   9.100 147.000  10.800  15.600  17.100 1014.00
9414750 20050508 18:36   9.900 145.000  11.700  15.600  17.100 1014.10
9414750 20050508 18:42   9.500 141.000  10.600  15.200  17.100 1014.20
9414750 20050508 18:48   9.500 140.000  10.600  15.100  17.000 1014.10
9414750 20050508 18:54   9.400 143.000  10.300  15.500  16.900 1014.00
9414750 20050508 19:00   9.000 149.000  11.200  15.400  16.900 1014.00
9414750 20050508 19:06   9.200 149.000  10.500  15.300  16.900 1014.00
