Redwood City, CA
Station ID: 9414523
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9414523 20050104 12:18   0.000 181.000   0.000   6.300  10.700 1009.80
9414523 20050104 12:24   0.000 176.000   0.000   6.200  10.700 1009.80
9414523 20050104 12:30   0.000 170.000   0.000   6.100  10.700 1009.90
9414523 20050104 12:36   0.000 188.000   0.400   6.100  10.700 1009.90
9414523 20050104 12:42   0.100 192.000   0.900   6.100  10.700 1009.90
9414523 20050104 12:48   0.000 207.000   1.600   6.100  10.700 1009.90
9414523 20050104 12:54   0.100 206.000   1.500   6.100  10.700 1009.90
9414523 20050104 13:00   0.000 193.000   0.700   6.100  10.700 1009.90
9414523 20050104 13:06   0.500 205.000   1.600   6.100  10.700 1009.90
9414523 20050104 13:12   0.100 211.000   1.600   6.100  10.700 1009.90
9414523 20050104 13:18   0.900 202.000   1.800   6.200  10.700 1010.00
9414523 20050104 13:24   0.000 188.000   1.800   6.200  10.700 1010.00
9414523 20050104 13:30   0.000 194.000   1.100   6.300  10.700 1010.00
9414523 20050104 13:36   0.100 186.000   1.100   6.400  10.700 1010.00
9414523 20050104 13:42   0.100 185.000   1.600   6.400  10.700 1010.00
9414523 20050104 13:48   0.100 190.000   1.600   6.500  10.700 1010.00
9414523 20050104 13:54   0.000 175.000   0.000   6.500  10.700 1010.00
9414523 20050104 14:00   0.100 165.000   1.500   6.600  10.700 1010.00
9414523 20050104 14:06   0.000 179.000   0.000   6.600  10.700 1010.00
9414523 20050104 14:12   0.000 167.000   0.000   6.600  10.700 1010.00
9414523 20050104 14:18   0.000 162.000   0.000   6.700  10.700 1010.10
9414523 20050104 14:24   0.000 177.000   0.000   6.600  10.700 1010.00
9414523 20050104 14:30   0.000 169.000   0.000   6.700  10.700 1010.00
9414523 20050104 14:36   0.000 173.000   0.300   6.700  10.700 1010.10
9414523 20050104 14:42   0.000 153.000   0.000   6.600  10.700 1010.10
9414523 20050104 14:48   0.000 151.000   0.000   6.600  10.700 1010.10
9414523 20050104 14:54   0.000 199.000   0.000   6.700  10.700 1010.20
9414523 20050104 15:00   0.000 135.000   0.000   6.600  10.700 1010.20
9414523 20050104 15:06   0.000 149.000   0.000   6.600  10.700 1010.30
9414523 20050104 15:12   0.000 155.000   0.000   6.700  10.700 1010.30
9414523 20050104 15:18   0.100 136.000   0.700   6.700  10.700 1010.40
9414523 20050104 15:24   0.000 137.000   0.000   6.700  10.700 1010.50
9414523 20050104 15:30   0.000 135.000   0.000   6.700  10.700 1010.50
9414523 20050104 15:36   0.000 114.000   0.000   6.700  10.700 1010.50
9414523 20050104 15:42   0.100 133.000   0.800   6.700  10.700 1010.50
9414523 20050104 15:48   0.100 131.000   1.500   6.700  10.700 1010.60
9414523 20050104 15:54   0.000 128.000   1.300   6.800  10.700 1010.60
9414523 20050104 16:00   0.200 127.000   1.500   6.900  10.700 1010.60
9414523 20050104 16:06   0.200 128.000   1.600   7.000  10.700 1010.70
9414523 20050104 16:12   0.300 143.000   1.500   7.000  10.700 1010.80
9414523 20050104 16:18   0.000 177.000   1.500   7.000  10.700 1010.90
9414523 20050104 16:24   0.000 163.000   0.000   7.000  10.700 1010.90
9414523 20050104 16:30   0.000 143.000   0.500   7.000  10.700 1010.90
9414523 20050104 16:36   0.000 170.000   0.000   7.000  10.700 1010.90
9414523 20050104 16:42   0.000 202.000   0.000   7.200  10.700 1011.00
9414523 20050104 16:48   0.000 202.000   0.000   7.300  10.700 1011.10
9414523 20050104 16:54   0.000 187.000   0.000   7.400  10.600 1011.20
9414523 20050104 17:00   0.000 191.000   0.000   7.600  10.600 1011.30
9414523 20050104 17:06   0.000 159.000   0.000   7.600  10.600 1011.40
9414523 20050104 17:12   0.000 169.000   0.000   7.700  10.600 1011.50
9414523 20050104 17:18   0.000 125.000   0.000   7.800  10.600 1011.50
9414523 20050104 17:24   0.000  99.000   0.000   7.900  10.600 1011.70
9414523 20050104 17:30   0.000 113.000   0.000   7.900  10.600 1011.80
9414523 20050104 17:36   0.000 152.000   0.000   8.100  10.600 1012.00
9414523 20050104 17:42   0.000 170.000   0.000   8.600  10.600 1011.70
9414523 20050104 17:48   0.000 141.000   0.000   8.500  10.600 1011.80
9414523 20050104 17:54   0.000 137.000   0.000   8.800  10.600 1012.00
9414523 20050104 18:00   0.000 148.000   0.000   8.900  10.600 1012.00
9414523 20050104 18:06   0.000 164.000   0.000   9.400  10.600 1011.90
9414523 20050104 18:12   0.000 137.000   0.000   9.400  10.600 1012.00
9414523 20050104 18:18   0.000 140.000   1.500   9.600  10.600 1012.10
9414523 20050104 18:24   0.000 108.000   0.000   9.500  10.600 1012.20
9414523 20050104 18:30   0.000  96.000   0.000   9.600  10.600 1012.20
9414523 20050104 18:36   0.000 100.000   0.000   9.600  10.600 1012.30
9414523 20050104 18:42   0.000  87.000   0.000   9.800  10.600 1012.30
9414523 20050104 18:48   0.000 105.000   0.000   9.600  10.600 1012.30
9414523 20050104 18:54   0.000 107.000   0.000   9.700  10.600 1012.40
9414523 20050104 19:00   0.000  99.000   0.000   9.700  10.600 1012.30
9414523 20050104 19:06   0.000 110.000   0.000   9.800  10.600 1012.30
9414523 20050104 19:12   0.000 101.000   0.000   9.900  10.600 1012.10
9414523 20050104 19:18   0.500  34.000   1.600  10.000  10.600 1012.30
9414523 20050104 19:24   1.200  42.000   2.800  10.200  10.600 1012.20
9414523 20050104 19:30   0.000  65.000   2.000  10.000  10.600 1012.10
9414523 20050104 19:36   0.200  77.000   1.200   9.900  10.600 1012.00
9414523 20050104 19:42   0.500  59.000   2.100  10.000  10.600 1012.00
9414523 20050104 19:48   0.900  47.000   2.200   9.900  10.600 1011.90
9414523 20050104 19:54   0.500  53.000   2.900  10.100  10.600 1012.10
9414523 20050104 20:00   1.100  65.000   3.100  10.000  10.600 1012.10
9414523 20050104 20:06   0.900  50.000   2.500   9.800  10.600 1012.10
9414523 20050104 20:12   1.100  49.000   2.300   9.900  10.600 1012.00
9414523 20050104 20:18   1.400  49.000   3.000   9.800  10.600 1012.10
9414523 20050104 20:24   0.700  71.000   3.400   9.500  10.600 1012.00
9414523 20050104 20:30   0.100  68.000   1.800   9.600  10.500 1011.80
9414523 20050104 20:36   0.000  40.000   1.300   9.600  10.600 1011.90
9414523 20050104 20:42   0.000  37.000   0.000   9.700  10.600 1012.00
9414523 20050104 20:48   0.100  22.000   1.400   9.700  10.600 1012.00
9414523 20050104 20:54   0.000  50.000   0.000   9.800  10.600 1012.00
9414523 20050104 21:00   0.000  27.000   0.000   9.900  10.600 1011.90
9414523 20050104 21:06   0.000  63.000   0.800   9.800  10.600 1011.90
9414523 20050104 21:12   0.000  56.000   0.000   9.700  10.500 1011.80
9414523 20050104 21:18   0.000  76.000   0.000   9.900  10.500 1011.80
9414523 20050104 21:24   0.000  26.000   0.000   9.700  10.600 1012.00
9414523 20050104 21:30   0.300  28.000   2.000   9.700  10.500 1012.00
9414523 20050104 21:36   0.300  30.000   1.500   9.900  10.500 1011.70
9414523 20050104 21:42   0.000  41.000   1.500   9.900  10.600 1012.00
9414523 20050104 21:48   0.000  47.000   1.400   9.800  10.600 1012.00
9414523 20050104 21:54   0.000  64.000   0.400   9.900  10.600 1012.20
9414523 20050104 22:00   0.000  48.000   1.000   9.900  10.600 1012.30
9414523 20050104 22:06   0.000  74.000   0.000  10.100  10.600 1012.40
9414523 20050104 22:12   0.000 147.000   0.000  10.300  10.500 1012.10
9414523 20050104 22:18   0.000 144.000   0.000  10.100  10.500 1012.00
9414523 20050104 22:24   0.000 173.000   0.000  10.100  10.600 1012.20
9414523 20050104 22:30   0.000 177.000   0.000  10.100  10.600 1012.20
9414523 20050104 22:36   0.000 217.000   0.000  10.100  10.600 1012.20
9414523 20050104 22:42   0.000 217.000   0.000  10.100  10.600 1012.30
9414523 20050104 22:48   0.000 301.000   0.000  10.300  10.600 1012.50
9414523 20050104 22:54   0.000 311.000   0.000  10.200  10.600 1012.60
9414523 20050104 23:00   0.000 306.000   0.000  10.400  10.600 1012.60
9414523 20050104 23:06   0.000 290.000   0.000  10.100  10.600 1012.80
9414523 20050104 23:12   0.000 290.000   0.000   9.700  10.600 1012.90
9414523 20050104 23:18   0.000 279.000   1.200   9.700  10.600 1013.10
9414523 20050104 23:24   0.000 270.000   0.000   9.500  10.600 1013.10
9414523 20050104 23:30   0.000 240.000   0.000   9.500  10.600 1013.10
9414523 20050104 23:36   0.000 204.000   0.000   9.400  10.600 1013.10
9414523 20050104 23:42   0.000 130.000   0.000   9.600  10.600 1013.00
9414523 20050104 23:48   0.000 132.000   0.000   9.500  10.600 1013.20
9414523 20050104 23:54   0.600 135.000   1.500   9.300  10.600 1013.30
9414523 20050105 00:00   0.100 137.000   1.600   9.400  10.600 1013.30
9414523 20050105 00:06   0.000 117.000   0.000   9.400  10.600 1013.30
9414523 20050105 00:12   0.000 141.000   0.600   9.600  10.600 1013.50
9414523 20050105 00:18   0.000 142.000   0.000   9.500  10.600 1013.60
9414523 20050105 00:24   0.000 136.000   0.000   9.600  10.600 1013.60
9414523 20050105 00:30   0.000 150.000   0.000   9.600  10.600 1013.70
9414523 20050105 00:36   0.000 167.000   0.200   9.600  10.600 1013.80
9414523 20050105 00:42   0.000 146.000   1.300   9.600  10.600 1013.80
9414523 20050105 00:48   0.200 155.000   1.600   9.700  10.600 1013.90
9414523 20050105 00:54   0.000 185.000   1.700   9.600  10.600 1013.80
9414523 20050105 01:00   0.000 163.000   0.500   9.500  10.600 1013.70
9414523 20050105 01:06   0.000 154.000   0.200   9.500  10.600 1013.70
9414523 20050105 01:12   0.200 161.000   1.100   9.400  10.600 1013.80
9414523 20050105 01:18   0.400 155.000   1.800   9.400  10.600 1013.80
9414523 20050105 01:24   0.300 165.000   1.700   9.400  10.600 1013.90
9414523 20050105 01:30   0.000 171.000   0.100   9.400  10.600 1014.00
9414523 20050105 01:36   0.000 172.000   0.000   9.400  10.600 1014.10
9414523 20050105 01:42   0.000 187.000   0.000   9.400  10.600 1014.30
9414523 20050105 01:48   0.000 188.000   1.300   9.300  10.600 1014.50
9414523 20050105 01:54   0.000 187.000   0.700   9.300  10.600 1014.50
9414523 20050105 02:00   0.000 184.000   0.000   9.300  10.500 1014.60
9414523 20050105 02:06   0.000 186.000   1.500   9.300  10.500 1014.60
9414523 20050105 02:12   0.000 154.000   0.000   9.400  10.600 1014.70
9414523 20050105 02:18   0.300 151.000   1.500   9.300  10.600 1014.70
9414523 20050105 02:24   0.000 156.000   0.000   9.300  10.600 1014.90
9414523 20050105 02:30   0.000 175.000   0.000   9.100  10.500 1015.00
9414523 20050105 02:36   0.000 159.000   0.000   9.000  10.500 1015.00
9414523 20050105 02:42   0.000 152.000   0.000   9.000  10.500 1015.00
9414523 20050105 02:48   0.000 153.000   0.000   9.000  10.500 1015.10
9414523 20050105 02:54   0.000 148.000   0.000   8.900  10.500 1015.10
9414523 20050105 03:00   0.000 136.000   0.000   8.900  10.500 1015.10
9414523 20050105 03:06   0.100 138.000   1.400   8.800  10.500 1015.20
9414523 20050105 03:12   0.200 144.000   1.600   8.700  10.500 1015.30
9414523 20050105 03:18   0.900 150.000   1.800   8.600  10.500 1015.40
9414523 20050105 03:24   0.300 160.000   1.600   8.500  10.500 1015.40
9414523 20050105 03:30   0.200 168.000   1.700   8.400  10.500 1015.50
9414523 20050105 03:36   0.100 171.000   1.800   8.300  10.500 1015.50
9414523 20050105 03:42   0.000 178.000   1.000   8.300  10.500 1015.70
9414523 20050105 03:48   0.000 189.000   0.000   8.200  10.500 1015.80
9414523 20050105 03:54   0.000 166.000   0.000   8.100  10.600 1015.90
9414523 20050105 04:00   0.000 162.000   1.200   8.000  10.600 1016.00
9414523 20050105 04:06   0.000 188.000   0.000   8.000  10.500 1016.00
9414523 20050105 04:12   0.000 174.000   0.000   7.800  10.500 1016.00
9414523 20050105 04:18   0.000 169.000   0.000   7.700  10.500 1016.10
9414523 20050105 04:24   0.000 182.000   0.000   7.600  10.500 1016.10
9414523 20050105 04:30   0.000 177.000   0.000   7.600  10.600 1016.20
9414523 20050105 04:36   0.000 179.000   0.000   7.500  10.600 1016.30
9414523 20050105 04:42   0.000 177.000   0.000   7.400  10.600 1016.40
9414523 20050105 04:48   0.000 204.000   0.000   7.200  10.600 1016.50
9414523 20050105 04:54   0.000 169.000   0.000   7.200  10.600 1016.60
9414523 20050105 05:00   0.000 177.000   0.000   7.100  10.500 1016.60
9414523 20050105 05:06   0.000 165.000   0.900   7.000  10.500 1016.60
9414523 20050105 05:12   0.000 180.000   0.000   6.900  10.500 1016.70
9414523 20050105 05:18   0.000 154.000   0.000   6.900  10.500 1016.80
9414523 20050105 05:24   0.000 169.000   0.000   6.800  10.600 1016.90
9414523 20050105 05:30   0.000 164.000   0.000   6.900  10.600 1016.90
9414523 20050105 05:36   0.000 155.000   0.100          10.600 1016.90
9414523 20050105 05:42   0.000 166.000   0.000   6.800  10.600 1016.90
9414523 20050105 05:48   0.000 178.000   0.000   6.900  10.600 1017.00
9414523 20050105 05:54   0.000 159.000   1.300   7.000  10.600 1017.20
9414523 20050105 06:00   0.000 163.000   0.000   6.900  10.600 1017.30
9414523 20050105 06:06   0.000 162.000   0.000   6.900  10.600 1017.40
9414523 20050105 06:12   0.000 150.000   0.000   6.700  10.600 1017.50
9414523 20050105 06:18   0.000 131.000   0.000   6.700  10.600 1017.40
9414523 20050105 06:24   0.000 149.000   0.000   6.700  10.500 1017.30
9414523 20050105 06:30   0.000 138.000   0.000   6.700  10.500 1017.40
9414523 20050105 06:36   0.000 145.000   0.000   6.600  10.500 1017.60
9414523 20050105 06:42   0.000 178.000   0.000   6.500  10.600 1017.60
9414523 20050105 06:48   0.000 218.000   0.100   6.500  10.600 1017.70
9414523 20050105 06:54   0.000 213.000   0.000   6.600  10.600 1017.90
9414523 20050105 07:00   0.000 218.000   0.000   6.900  10.600 1018.00
9414523 20050105 07:06   0.000 178.000   0.000   6.600  10.600 1018.00
9414523 20050105 07:12   0.000 184.000   0.000   6.700  10.600 1018.20
9414523 20050105 07:18   0.000 181.000   0.000   6.800  10.600 1018.30
9414523 20050105 07:24   0.000 167.000   0.000   6.900  10.600 1018.40
9414523 20050105 07:30   0.100 162.000   1.200   6.800  10.600 1018.40
9414523 20050105 07:36   0.000 149.000   0.000   6.600  10.600 1018.30
9414523 20050105 07:42   0.000 123.000   0.000   6.400  10.600 1018.20
9414523 20050105 07:48   0.000 118.000   0.000   6.500  10.600 1018.20
9414523 20050105 07:54   0.200 123.000   1.300   6.400  10.500 1018.10
9414523 20050105 08:00   0.100 139.000   1.500   6.400  10.500 1018.10
9414523 20050105 08:06   1.100 140.000   1.800   6.400  10.500 1018.20
9414523 20050105 08:12   1.400 154.000   3.100   6.300  10.600 1018.30
9414523 20050105 08:18                                                
9414523 20050105 08:24   0.000 241.000   0.000   6.200  10.500 1018.50
9414523 20050105 08:30   0.000 284.000   0.000   6.400  10.500 1018.50
9414523 20050105 08:36   0.000 308.000   0.000   6.400  10.500 1018.50
9414523 20050105 08:42   0.000 152.000   0.000   6.500  10.500 1018.60
9414523 20050105 08:48   0.000   1.000   0.000   6.500  10.600 1018.60
9414523 20050105 08:54   0.000 126.000   0.000   6.400  10.500 1018.60
9414523 20050105 09:00   0.000 126.000   0.000   6.400  10.500 1018.60
9414523 20050105 09:06   0.000 149.000   0.000   6.400  10.500 1018.60
9414523 20050105 09:12   0.000 149.000   0.000   6.400  10.500 1018.70
9414523 20050105 09:18   0.000 146.000   0.000   6.300  10.500 1018.80
9414523 20050105 09:24   0.000 184.000   0.000   6.200  10.500 1018.80
9414523 20050105 09:30   0.000 159.000   0.000   6.100  10.500 1018.90
9414523 20050105 09:36   0.000 178.000   0.000   6.000  10.500 1018.90
9414523 20050105 09:42   0.000 137.000   0.000   6.000  10.500 1019.10
9414523 20050105 09:48   0.000 170.000   0.000   5.900  10.500 1019.10
9414523 20050105 09:54   0.000 107.000   0.000   5.800  10.500 1019.20
9414523 20050105 10:00   0.000 118.000   0.000   5.800  10.500 1019.20
9414523 20050105 10:06   0.000 147.000   0.000   5.700  10.500 1019.30
9414523 20050105 10:12   0.000 149.000   0.000   5.600  10.500 1019.40
9414523 20050105 10:18   0.000 188.000   0.000   5.600  10.500 1019.50
9414523 20050105 10:24   0.000 170.000   0.000   5.700  10.500 1019.60
9414523 20050105 10:30   0.000 169.000   0.000   5.800  10.500 1019.70
9414523 20050105 10:36   0.000 160.000   0.000   5.800  10.500 1019.80
9414523 20050105 10:42   0.000 131.000   0.000   5.700  10.500 1019.70
9414523 20050105 10:48   0.000 136.000   0.000   5.600  10.500 1019.70
9414523 20050105 10:54   0.000 160.000   0.000   5.700  10.500 1019.90
9414523 20050105 11:00   0.000 198.000   0.000   5.700  10.500 1020.00
9414523 20050105 11:06   0.000 181.000   0.000   5.600  10.500 1020.00
9414523 20050105 11:12   0.000 171.000   0.000   5.600  10.500 1020.00
9414523 20050105 11:18   0.000 163.000   0.000   5.800  10.500 1020.10
9414523 20050105 11:24   0.000 196.000   0.000   5.900  10.500 1020.10
9414523 20050105 11:30   0.000 190.000   0.000   5.900  10.500 1020.10
9414523 20050105 11:36   0.000 167.000   0.000   6.100  10.500 1020.10
9414523 20050105 11:42   0.000 165.000   0.000   6.200  10.500 1020.10
9414523 20050105 11:48   0.000 167.000   0.000   6.200  10.500 1020.10
9414523 20050105 11:54   0.000 171.000   0.000   6.400  10.500 1020.20
9414523 20050105 12:00   0.200 153.000   1.300   6.600  10.500 1020.30
9414523 20050105 12:06   0.000 178.000   0.000   6.600  10.500 1020.30
9414523 20050105 12:12   0.000 173.000   0.900   6.800  10.500 1020.30
9414523 20050105 12:18   0.000 155.000   0.300   6.900  10.500 1020.30
9414523 20050105 12:24   0.000 144.000   0.700   6.700  10.500 1020.50
9414523 20050105 12:30   0.000 146.000   0.000   6.700  10.500 1020.50
9414523 20050105 12:36   0.000 140.000   0.100   6.900  10.500 1020.50
9414523 20050105 12:42   0.000 149.000   0.000   6.700  10.500 1020.50
9414523 20050105 12:48   0.000 154.000   0.000   6.700  10.500 1020.60
9414523 20050105 12:54   0.000 162.000   0.000   6.800  10.500 1020.70
9414523 20050105 13:00   0.000 147.000   0.000   6.800  10.500 1020.80
9414523 20050105 13:06   0.000 151.000   0.000   7.000  10.500 1020.80
9414523 20050105 13:12   0.000 145.000   0.000   7.100  10.500 1020.90
9414523 20050105 13:18   0.000 150.000   0.000   7.100  10.500 1021.00
9414523 20050105 13:24   0.000 164.000   0.000   7.200  10.500 1021.10
9414523 20050105 13:30   0.000 166.000   0.000   7.200  10.500 1021.20
9414523 20050105 13:36   0.000 178.000   0.000   7.200  10.600 1021.20
9414523 20050105 13:42   0.000 168.000   0.000   7.200  10.600 1021.30
9414523 20050105 13:48   0.000 162.000   0.000   7.200  10.600 1021.40
9414523 20050105 13:54   0.000 161.000   0.000   7.200  10.600 1021.40
9414523 20050105 14:00   0.000 193.000   0.000   7.200  10.600 1021.50
9414523 20050105 14:06   0.000 152.000   0.000   7.300  10.600 1021.50
9414523 20050105 14:12   0.000 166.000   0.800   7.300  10.600        
9414523 20050105 14:18   0.000 191.000   0.000   7.300  10.600 1021.70
9414523 20050105 14:24   0.000 161.000   1.300   7.300  10.600 1021.80
9414523 20050105 14:30   0.000 170.000   0.000   7.200  10.600 1021.90
9414523 20050105 14:36   0.000 172.000   0.000   7.200  10.600 1022.00
9414523 20050105 14:42   0.000 176.000   0.000   7.200  10.600 1022.10
9414523 20050105 14:48   0.000 139.000   0.000   7.200  10.600 1022.10
9414523 20050105 14:54   0.000 131.000   0.000   7.200  10.600 1022.10
9414523 20050105 15:00   0.000 132.000   0.200   7.200  10.600 1022.20
9414523 20050105 15:06   0.000 150.000   0.000   7.200  10.600 1022.20
9414523 20050105 15:12   0.000 138.000   0.000   7.300  10.600 1022.40
9414523 20050105 15:18   0.000 138.000   0.000   7.300  10.600 1022.50
9414523 20050105 15:24   0.000 135.000   0.000   7.400  10.600 1022.60
9414523 20050105 15:30   0.000 126.000   0.000   7.400  10.600 1022.60
9414523 20050105 15:36   0.000 123.000   0.000   7.400  10.600 1022.70
9414523 20050105 15:42   0.000 141.000   0.000   7.400  10.600 1022.80
9414523 20050105 15:48   0.000 152.000   0.000   7.500  10.600 1022.90
9414523 20050105 15:54   0.000 139.000   0.000   7.500  10.600 1023.00
9414523 20050105 16:00   0.000 161.000   1.600   7.600  10.600 1023.10
9414523 20050105 16:06   0.000 176.000   0.400   7.700  10.600 1023.20
9414523 20050105 16:12   0.000 170.000   0.000   7.700  10.600 1023.30
9414523 20050105 16:18   0.000 232.000   0.000   7.800  10.600 1023.40
9414523 20050105 16:24   0.000 203.000   0.000   7.800  10.600 1023.40
9414523 20050105 16:30   0.000 123.000   0.000   7.800  10.600 1023.50
9414523 20050105 16:36   0.000 145.000   0.000   7.800  10.500 1023.50
9414523 20050105 16:42   0.000 143.000   0.000   7.800  10.600 1023.70
9414523 20050105 16:48   0.000 141.000   0.000   7.900  10.600 1023.80
9414523 20050105 16:54   0.000 159.000   0.000   7.900  10.600 1023.90
9414523 20050105 17:00   0.100 119.000   1.400   8.100  10.600 1023.90
9414523 20050105 17:06   0.000 146.000   0.500   8.100  10.500 1024.00
9414523 20050105 17:12   0.000 240.000   0.000   8.200  10.600 1024.20
9414523 20050105 17:18   0.000 198.000   0.000   8.200  10.600 1024.20
9414523 20050105 17:24   0.000 131.000   0.000   8.300  10.500 1024.30
9414523 20050105 17:30   0.000 116.000   0.000   8.300  10.500 1024.20
9414523 20050105 17:36   0.000 119.000   0.000   8.400  10.500 1024.30
9414523 20050105 17:42   0.000 130.000   0.000   8.500  10.500 1024.50
9414523 20050105 17:48   0.000 129.000   0.000   8.500  10.500 1024.50
9414523 20050105 17:54   0.000 104.000   0.000   8.600  10.600 1024.50
9414523 20050105 18:00   0.100  93.000   1.200   8.700  10.500 1024.50
9414523 20050105 18:06   1.300  88.000   1.800   8.700         1024.60
9414523 20050105 18:12   0.400 122.000   1.700   8.900  10.500 1024.70
9414523 20050105 18:18   1.200 116.000   2.400   8.900  10.500 1024.70
9414523 20050105 18:24   0.400 110.000   1.800   9.200  10.500 1024.70
9414523 20050105 18:30   0.000 118.000   1.600   9.200  10.500 1024.70
9414523 20050105 18:36   0.400 128.000   1.600   9.300  10.500 1024.70
9414523 20050105 18:42   1.000 116.000   3.100   9.100  10.500 1024.60
9414523 20050105 18:48   1.000 108.000   3.200   9.300  10.500 1024.50
9414523 20050105 18:54   0.800 111.000   2.100   9.200  10.500 1024.40
9414523 20050105 19:00   0.700 120.000   2.800   9.400  10.500 1024.40
9414523 20050105 19:06   0.700 111.000   1.800   9.300  10.500 1024.40
9414523 20050105 19:12   0.100 121.000   1.700   9.500  10.500 1024.50
9414523 20050105 19:18   0.000 136.000   0.000   9.600  10.500 1024.40
9414523 20050105 19:24   0.000 119.000   0.000   9.700  10.500 1024.30
9414523 20050105 19:30   0.000 113.000   0.800   9.700  10.500 1024.30
9414523 20050105 19:36   0.000 147.000   0.000   9.700  10.500 1024.30
9414523 20050105 19:42   0.000 116.000   0.000   9.700  10.500 1024.10
9414523 20050105 19:48   0.000 111.000   1.500   9.700  10.500 1024.10
9414523 20050105 19:54   0.000 153.000   0.000   9.700  10.500 1024.10
9414523 20050105 20:00   0.000 158.000   0.000   9.800  10.500 1024.00
9414523 20050105 20:06   0.000 139.000   0.000   9.700  10.500 1024.00
9414523 20050105 20:12   0.000 102.000   0.000   9.800  10.400 1024.00
9414523 20050105 20:18   0.000 100.000   0.000  10.000  10.400 1023.80
9414523 20050105 20:24   0.000 103.000   0.000  10.000  10.500 1023.90
9414523 20050105 20:30   0.000 100.000   0.000  10.000  10.400 1023.90
9414523 20050105 20:36   0.000  86.000   0.000  10.200  10.400 1023.50
9414523 20050105 20:42   0.000  77.000   0.000  10.200  10.400 1023.50
9414523 20050105 20:48   0.000  92.000   0.000  10.400  10.400 1023.60
9414523 20050105 20:54   0.000 168.000   0.000  10.500  10.300 1023.60
9414523 20050105 21:00   0.000 101.000   0.000  10.400  10.300 1023.50
9414523 20050105 21:06   0.000 102.000   0.000  10.300  10.300 1023.40
9414523 20050105 21:12   0.000 112.000   0.000  10.600  10.300 1023.30
9414523 20050105 21:18   0.000 113.000   0.000  10.700  10.300 1023.30
9414523 20050105 21:24   0.000  99.000   1.400  10.800  10.200 1023.30
9414523 20050105 21:30   0.900  89.000   1.700  10.600  10.200 1023.30
9414523 20050105 21:36   0.100  84.000   1.600  10.600  10.200 1023.20
9414523 20050105 21:42   0.600  81.000   1.600  10.700  10.300 1023.20
9414523 20050105 21:48   0.000  89.000   1.400  10.800  10.300 1023.10
9414523 20050105 21:54   0.100  89.000   1.300  10.900  10.200 1023.00
9414523 20050105 22:00   0.600  92.000   1.600  10.800  10.300 1023.00
9414523 20050105 22:06   0.700  81.000   1.700  10.800  10.300 1023.00
9414523 20050105 22:12   0.400  94.000   2.600  10.900  10.300 1023.10
9414523 20050105 22:18   0.300  79.000   1.700  11.000  10.300 1023.10
9414523 20050105 22:24   0.700  81.000   1.800  11.000  10.300 1023.10
9414523 20050105 22:30   0.900  97.000   1.800  11.000  10.300 1023.20
9414523 20050105 22:36   0.000 110.000   1.700  11.100  10.300 1023.20
9414523 20050105 22:42   0.500 108.000   2.500  11.200  10.300 1023.20
9414523 20050105 22:48   0.600 126.000   3.200  11.200  10.400 1023.20
9414523 20050105 22:54   0.500 120.000   1.800  11.100  10.300 1023.20
9414523 20050105 23:00   0.200 112.000   1.700  11.200  10.400 1023.20
9414523 20050105 23:06   0.300 108.000   1.700  11.200  10.400 1023.20
9414523 20050105 23:12   0.400 100.000   1.600  11.100  10.400 1023.30
9414523 20050105 23:18   0.100 101.000   1.200  11.100  10.400 1023.20
9414523 20050105 23:24   0.400 105.000   1.600  11.000  10.400 1023.20
9414523 20050105 23:30   0.200  95.000   1.600  11.000  10.400 1023.10
9414523 20050105 23:36   0.100  90.000   1.700  11.000  10.500 1023.10
9414523 20050105 23:42   0.100  86.000   1.500  11.100  10.500 1023.20
9414523 20050105 23:48   0.000 101.000   0.000  11.200  10.500 1023.30
9414523 20050105 23:54   0.700   2.000   1.600  11.200  10.500 1023.40
9414523 20050106 00:00   4.600 355.000   5.200  10.400  10.500 1023.40
9414523 20050106 00:06   3.600 349.000   4.800  10.200  10.500 1023.60
9414523 20050106 00:12   2.300 355.000   3.800  10.100  10.500 1023.60
9414523 20050106 00:18   3.000   1.000   4.000  10.000  10.500 1023.60
9414523 20050106 00:24   3.100 346.000   3.800   9.900  10.500 1023.60
9414523 20050106 00:30   2.700 336.000   3.300   9.800  10.500 1023.50
9414523 20050106 00:36   2.000 340.000   3.100   9.800  10.500 1023.50
9414523 20050106 00:42   2.200 325.000   3.000   9.700  10.500 1023.50
9414523 20050106 00:48   2.100 329.000   3.000   9.700  10.500 1023.50
9414523 20050106 00:54   1.600 315.000   3.100   9.700  10.500 1023.60
9414523 20050106 01:00   1.300 304.000   1.600   9.500  10.500 1023.60
9414523 20050106 01:06   1.500 309.000   1.900   9.500  10.500 1023.70
9414523 20050106 01:12   0.300 303.000   1.700   9.600  10.500 1023.80
9414523 20050106 01:18   0.000 304.000   1.500   9.500  10.500 1023.80
9414523 20050106 01:24   0.100 309.000   0.900   9.400  10.500 1023.70
9414523 20050106 01:30   0.200 315.000   1.500   9.300  10.500 1023.80
9414523 20050106 01:36   0.000 319.000   1.400   9.300  10.500 1023.70
9414523 20050106 01:42   0.100 320.000   1.200   9.300  10.500 1023.80
