Port Chicago, CA 
Station ID: 9415144
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9415144 20050104 10:24   3.800 182.000   4.500   5.900   9.100 1009.30
9415144 20050104 10:30   3.300 182.000   4.300   5.600   9.100 1009.40
9415144 20050104 10:36   3.300 186.000   4.700   5.800   9.100 1009.40
9415144 20050104 10:42   3.700 183.000   5.100   5.500   9.100 1009.50
9415144 20050104 10:48   4.100 179.000   4.900   5.700   9.100 1009.60
9415144 20050104 10:54   2.600 188.000   4.700   5.300   9.100 1009.60
9415144 20050104 11:00   3.000 182.000   3.800   5.300   9.100 1009.50
9415144 20050104 11:06   3.700 177.000   4.200   5.600   9.100 1009.50
9415144 20050104 11:12   3.600 180.000   4.400   5.200   9.100 1009.40
9415144 20050104 11:18   3.700 181.000   4.500   5.400   9.100 1009.30
9415144 20050104 11:24   3.200 183.000   4.700   5.400   9.100 1009.10
9415144 20050104 11:30   2.400 187.000   3.900   5.400   9.100 1009.10
9415144 20050104 11:36   2.400 186.000   3.600   5.400   9.100 1009.10
9415144 20050104 11:42   2.900 180.000   3.300   5.200   9.100 1009.20
9415144 20050104 11:48   2.800 183.000   3.500   5.500   9.100 1009.20
9415144 20050104 11:54   2.100 187.000   3.500   5.500   9.100 1009.20
9415144 20050104 12:00   2.100 186.000   3.400   5.800   9.100 1009.10
9415144 20050104 12:06   2.100 185.000   3.400   5.500   9.100 1009.10
9415144 20050104 12:12   1.800 189.000   2.700   5.900   9.100 1009.00
9415144 20050104 12:18   1.100 195.000   2.800   5.600   9.100 1008.90
9415144 20050104 12:24   1.100 192.000   2.400   5.600   9.100 1008.90
9415144 20050104 12:30   1.300 189.000   3.300   5.800   9.100 1009.00
9415144 20050104 12:36   1.300 188.000   3.000   6.100   9.100 1009.00
9415144 20050104 12:42   1.400 189.000   2.700   6.000   9.100 1009.20
9415144 20050104 12:48   1.500 187.000   2.900   6.300   9.100 1009.20
9415144 20050104 12:54   0.600 194.000   2.100   6.200   9.100 1009.30
9415144 20050104 13:00   1.300 201.000   2.200   6.100   9.100 1009.20
9415144 20050104 13:06   1.700 189.000   2.700   6.400   9.100 1009.20
9415144 20050104 13:12   2.200 184.000   3.200   6.200   9.100 1009.30
9415144 20050104 13:18   1.100 191.000   3.100   6.100   9.100 1009.30
9415144 20050104 13:24   1.500 195.000   3.000   6.100   9.100 1009.40
9415144 20050104 13:30   1.900 189.000   3.400   5.800   9.100 1009.40
9415144 20050104 13:36   2.400 182.000   3.400   5.900   9.100 1009.40
9415144 20050104 13:42   2.700 178.000   3.300   5.700   9.100 1009.60
9415144 20050104 13:48   2.900 177.000   3.200   5.900   9.100 1009.70
9415144 20050104 13:54   2.400 176.000   3.200   5.700   9.100 1009.70
9415144 20050104 14:00   2.300 176.000   2.800   5.700   9.100 1009.60
9415144 20050104 14:06   1.900 177.000   2.600   5.500   9.100 1009.60
9415144 20050104 14:12   0.300 199.000   1.900   5.700   9.200 1009.70
9415144 20050104 14:18   0.200 188.000   0.900   6.000   9.100 1009.80
9415144 20050104 14:24   0.800 184.000   2.000   5.500   9.200 1009.90
9415144 20050104 14:30   0.500 191.000   1.800   5.800   9.200 1009.80
9415144 20050104 14:36   1.700 173.000   1.900   5.400   9.200 1009.80
9415144 20050104 14:42   1.300 185.000   2.300   5.900   9.200 1010.00
9415144 20050104 14:48   0.800 186.000   2.100   6.000   9.200 1010.10
9415144 20050104 14:54   0.300 186.000   2.000   6.100   9.200 1010.10
9415144 20050104 15:00   1.800 165.000   2.100   6.400   9.200 1009.90
9415144 20050104 15:06   1.500 160.000   2.100   6.500   9.200 1009.90
9415144 20050104 15:12   2.200  56.000   2.500   5.700   9.200 1010.00
9415144 20050104 15:18   2.600  37.000   3.400   5.800   9.200 1010.10
9415144 20050104 15:24   3.800  34.000   4.300   5.400   9.200 1010.20
9415144 20050104 15:30   3.300  31.000   4.000   5.400   9.200 1010.10
9415144 20050104 15:36   2.600  30.000   3.500   5.400   9.200 1010.10
9415144 20050104 15:42   2.000  36.000   2.500   5.500   9.200 1010.30
9415144 20050104 15:48                                                
9415144 20050104 15:54   1.800  57.000   2.400   5.300   9.200 1010.70
9415144 20050104 16:00   1.500  55.000   2.100   5.700   9.200 1010.50
9415144 20050104 16:06   1.300  57.000   2.000   5.300   9.200 1010.60
9415144 20050104 16:12   1.600  51.000   2.100   5.600   9.300 1010.80
9415144 20050104 16:18   1.200  21.000   2.100   5.800   9.300 1010.80
9415144 20050104 16:24   0.700  12.000   1.300   5.600   9.300 1010.80
9415144 20050104 16:30   0.000  45.000   0.800   5.700   9.300 1010.60
9415144 20050104 16:36   0.000  47.000   0.700   5.900   9.300 1010.70
9415144 20050104 16:42   0.100  46.000   0.400   5.900   9.300 1011.00
9415144 20050104 16:48   0.100  24.000   1.800   6.000   9.300 1011.10
9415144 20050104 16:54   0.600   9.000   1.700   6.000   9.300 1011.10
9415144 20050104 17:00   0.500  24.000   1.100   6.000   9.300 1010.90
9415144 20050104 17:06   0.000 341.000   1.000   6.000   9.300 1011.10
9415144 20050104 17:12   0.400 344.000   0.900   6.000   9.300 1011.40
9415144 20050104 17:18   0.000 319.000   0.700   6.100   9.300 1011.50
9415144 20050104 17:24   0.000 312.000   1.000   6.100   9.300 1011.60
9415144 20050104 17:30   0.000  12.000   1.100   6.000   9.300 1011.40
9415144 20050104 17:36   0.000 346.000   0.000   6.200   9.300 1011.50
9415144 20050104 17:42   0.200 312.000   0.700   6.100   9.300 1011.70
9415144 20050104 17:48   0.000 293.000   0.000   6.100   9.300 1011.70
9415144 20050104 17:54   0.000 265.000   0.000   6.200   9.300 1011.90
9415144 20050104 18:00   0.000 256.000   0.300   6.200   9.300 1011.70
9415144 20050104 18:06   0.000 268.000   0.000   6.200   9.300 1011.70
9415144 20050104 18:12   0.100 287.000   0.900   6.300   9.300 1012.00
9415144 20050104 18:18   0.100 298.000   1.000   6.300   9.300 1012.30
9415144 20050104 18:24   0.000 333.000   0.300   6.400   9.300 1012.30
9415144 20050104 18:30   0.000 269.000   0.300   6.600   9.300 1012.20
9415144 20050104 18:36   0.100 255.000   0.900   6.700   9.300 1012.10
9415144 20050104 18:42   0.600 244.000   1.600   6.900   9.300 1012.30
9415144 20050104 18:48   1.200 226.000   2.500   7.100   9.300 1012.20
9415144 20050104 18:54   0.400 200.000   2.100   7.200   9.300 1012.30
9415144 20050104 19:00   2.100 211.000   2.600   7.100   9.300 1012.00
9415144 20050104 19:06   1.000 186.000   2.300   7.300   9.300 1012.30
9415144 20050104 19:12   0.800 194.000   2.300   7.500   9.300 1012.30
9415144 20050104 19:18   2.100 221.000   2.500   7.600   9.300 1012.40
9415144 20050104 19:24   1.400 213.000   2.500   7.600   9.300 1012.10
9415144 20050104 19:30   0.700 199.000   2.000   7.600   9.300 1012.10
9415144 20050104 19:36   2.600 178.000   3.000   7.500   9.300 1011.80
9415144 20050104 19:42   1.400 166.000   2.800   7.800   9.300 1011.90
9415144 20050104 19:48   1.800 183.000   2.800   8.000   9.300 1011.60
9415144 20050104 19:54   1.800 178.000   2.700   8.200   9.300 1011.70
9415144 20050104 20:00   1.700 163.000   3.100   8.400   9.300 1011.50
9415144 20050104 20:06   2.000 154.000   3.600   8.400   9.300 1011.60
9415144 20050104 20:12   1.900 163.000   3.200   8.600   9.400 1011.60
9415144 20050104 20:18   2.500 145.000   3.200   8.600   9.400 1011.90
9415144 20050104 20:24   2.300 156.000   3.400   8.600   9.400 1011.70
9415144 20050104 20:30   2.500 160.000   3.500   8.700   9.400 1011.70
9415144 20050104 20:36   2.500 158.000   3.100   9.000   9.400 1011.50
9415144 20050104 20:42   2.300 147.000   3.000   9.000   9.400 1011.70
9415144 20050104 20:48   1.300 155.000   2.900   9.200   9.400 1011.50
9415144 20050104 20:54   0.100 128.000   2.200   9.500   9.400 1011.80
9415144 20050104 21:00   0.100 109.000   0.800   9.700   9.400 1011.50
9415144 20050104 21:06   1.200 162.000   2.000   9.700   9.400 1011.60
9415144 20050104 21:12   0.100 247.000   1.500  10.300   9.400 1011.70
9415144 20050104 21:18   0.300  72.000   2.000   9.500   9.400 1011.50
9415144 20050104 21:24   2.100  43.000   2.600   9.000   9.400 1011.60
9415144 20050104 21:30   3.500  49.000   3.700   8.700   9.400 1011.50
9415144 20050104 21:36   3.300  57.000   3.900   8.700   9.400 1011.70
9415144 20050104 21:42   3.500  55.000   4.000   8.700   9.400 1011.70
9415144 20050104 21:48   3.200  51.000   3.700   8.800   9.400 1012.00
9415144 20050104 21:54   3.100  51.000   3.300   8.900   9.400 1011.80
9415144 20050104 22:00   2.700  60.000   3.200   9.000   9.400 1011.90
9415144 20050104 22:06   2.600  57.000   3.200   9.000   9.500 1011.70
9415144 20050104 22:12   3.100  55.000   3.400   8.800   9.500 1011.90
9415144 20050104 22:18   3.000  64.000   3.500   9.100   9.500 1012.00
9415144 20050104 22:24   3.200  63.000   3.600   9.100   9.500 1011.80
9415144 20050104 22:30   3.200  64.000   3.400   9.100   9.500 1012.00
9415144 20050104 22:36                                                
9415144 20050104 22:42   3.700  61.000   4.000   9.400   9.500 1011.90
9415144 20050104 22:48   3.800  69.000   4.300   9.700   9.500 1011.90
9415144 20050104 22:54   3.300  84.000   4.900   9.600   9.500 1012.20
9415144 20050104 23:00   4.800  74.000   5.300   9.200   9.500 1011.90
9415144 20050104 23:06   4.300  74.000   5.300   9.200   9.500 1012.00
9415144 20050104 23:12   4.500  73.000   5.000   9.200   9.500 1012.10
9415144 20050104 23:18   4.300  71.000   5.000   9.200   9.600 1012.40
9415144 20050104 23:24   4.200  65.000   4.900   9.200   9.600 1012.40
9415144 20050104 23:30   4.500  66.000   5.200   9.200   9.700 1012.70
9415144 20050104 23:36   4.700  67.000   5.000   9.100   9.700 1012.70
9415144 20050104 23:42   4.400  69.000   5.200   9.200   9.700 1012.80
9415144 20050104 23:48   4.300  68.000   4.900   9.200   9.700 1012.90
9415144 20050104 23:54   3.900  70.000   4.600   9.200   9.700 1013.20
9415144 20050105 00:00   3.600  71.000   4.200   9.100   9.700 1012.80
9415144 20050105 00:06   3.800  70.000   4.400   9.100   9.700 1012.90
9415144 20050105 00:12   4.600  72.000   4.900   9.100   9.700 1012.90
9415144 20050105 00:18   3.700  69.000   5.100   9.000   9.600 1013.10
9415144 20050105 00:24   3.500  70.000   3.900   9.100   9.600 1013.10
9415144 20050105 00:30   3.500  70.000   4.200   9.100   9.600 1013.40
9415144 20050105 00:36   3.600  73.000   4.400   9.300   9.600 1013.30
9415144 20050105 00:42   4.400  64.000   5.200   9.300   9.500 1013.40
9415144 20050105 00:48   4.700  63.000   5.100   8.900   9.500 1013.10
9415144 20050105 00:54   4.900  61.000   5.400   8.800   9.400 1013.30
9415144 20050105 01:00   4.700  64.000   5.300   8.900   9.400 1013.10
9415144 20050105 01:06   4.200  68.000   5.400   8.500   9.400 1013.30
9415144 20050105 01:12   3.800  67.000   5.100   8.700   9.400 1013.40
9415144 20050105 01:18   4.000  67.000   5.000   9.000   9.400 1013.40
9415144 20050105 01:24   3.700  70.000   4.500   8.600   9.400 1013.70
9415144 20050105 01:30   3.500  78.000   4.500   8.600   9.300 1013.40
9415144 20050105 01:36   3.400  78.000   4.400   8.000   9.300 1013.70
9415144 20050105 01:42   3.700  72.000   4.000   8.700   9.300 1013.70
9415144 20050105 01:48   3.400  71.000   4.200   8.600   9.300 1014.10
9415144 20050105 01:54   3.900  76.000   4.600   7.700   9.300 1014.00
9415144 20050105 02:00   3.800  82.000   5.100   8.100   9.300 1014.20
9415144 20050105 02:06   3.800  88.000   5.100   7.500   9.300 1014.10
9415144 20050105 02:12   3.700  90.000   4.800   7.900   9.300 1014.30
9415144 20050105 02:18   2.700  91.000   3.900   8.300   9.300 1014.40
9415144 20050105 02:24   2.600  92.000   3.400   8.000   9.300 1014.40
9415144 20050105 02:30   2.900  95.000   3.700   7.500   9.300 1014.60
9415144 20050105 02:36   3.300  97.000   3.900   7.400   9.300 1014.60
9415144 20050105 02:42   2.500  99.000   4.200   8.000   9.300 1014.70
9415144 20050105 02:48   3.000 103.000   3.900   8.000   9.300 1014.60
9415144 20050105 02:54   3.500  99.000   4.400   7.800   9.300 1014.80
9415144 20050105 03:00   3.400 101.000   4.600   7.700   9.300 1014.70
9415144 20050105 03:06   3.600  97.000   4.600   8.700   9.300 1014.90
9415144 20050105 03:12   3.700  96.000   4.200   8.300   9.300 1014.90
9415144 20050105 03:18   3.500  92.000   4.400   8.400   9.300 1015.20
9415144 20050105 03:24   4.100  98.000   4.500   8.700   9.300 1015.00
9415144 20050105 03:30   3.200  99.000   4.300   8.400   9.300 1015.30
9415144 20050105 03:36   3.500  92.000   3.900   7.800   9.300 1015.20
9415144 20050105 03:42   3.200  91.000   3.900   7.900   9.300 1015.40
9415144 20050105 03:48   3.700  92.000   4.000   8.200   9.300 1015.20
9415144 20050105 03:54   3.200  94.000   3.700   8.200   9.300 1015.50
9415144 20050105 04:00   3.000  96.000   3.400   8.500   9.300 1015.40
9415144 20050105 04:06   2.900 101.000   3.200   8.200   9.300 1015.70
9415144 20050105 04:12   2.800 100.000   3.100   8.600   9.300 1015.80
9415144 20050105 04:18   2.800  99.000   2.900   8.500   9.300 1016.00
9415144 20050105 04:24   1.400 113.000   2.800   8.000   9.300 1015.80
9415144 20050105 04:30   1.600 123.000   2.700   7.800   9.200 1016.10
9415144 20050105 04:36   1.800 118.000   2.300   7.800   9.200 1016.00
9415144 20050105 04:42   1.300 116.000   2.000   8.300   9.200 1016.20
9415144 20050105 04:48   0.500 106.000   1.000   8.200   9.200 1016.00
9415144 20050105 04:54   0.100  94.000   0.800   7.900   9.200 1016.20
9415144 20050105 05:00   0.000  12.000   0.900   7.700   9.200 1016.20
9415144 20050105 05:06   1.300 259.000   2.000   7.100   9.200 1016.50
9415144 20050105 05:12   0.800 287.000   1.900   7.600   9.200 1016.50
9415144 20050105 05:18   0.400 358.000   0.900   7.800   9.200 1016.70
9415144 20050105 05:24   0.500 335.000   0.900   7.900   9.200 1016.70
9415144 20050105 05:30   0.300 345.000   0.900   8.200   9.200 1016.90
9415144 20050105 05:36   0.000   7.000   1.000           9.200 1016.80
9415144 20050105 05:42   0.400  36.000   1.000   8.300   9.200 1016.90
9415144 20050105 05:48   0.100  39.000   1.900   8.000   9.200 1016.80
9415144 20050105 05:54   0.000  47.000   0.000   7.900   9.200 1017.00
9415144 20050105 06:00   0.000  32.000   0.200   7.500   9.200 1016.90
9415144 20050105 06:06   0.000  10.000   0.900   7.500   9.200 1017.20
9415144 20050105 06:12   0.000 344.000   0.500   7.500   9.200 1017.20
9415144 20050105 06:18   0.100   5.000   1.800   7.000   9.100 1017.50
9415144 20050105 06:24   0.000 263.000   0.000   7.400   9.100 1017.30
9415144 20050105 06:30   0.000 276.000   0.000   7.000   9.100 1017.60
9415144 20050105 06:36   0.500 341.000   1.000   7.300   9.100 1017.40
9415144 20050105 06:42   1.800 356.000   2.400   7.500   9.100 1017.60
9415144 20050105 06:48   2.300 355.000   2.500   7.100   9.100 1017.40
9415144 20050105 06:54   1.800 336.000   2.600   7.600   9.100 1017.70
9415144 20050105 07:00   4.000 327.000   4.200   7.300   9.100 1017.60
9415144 20050105 07:06   3.900 343.000   4.400   7.200   9.100 1017.70
9415144 20050105 07:12   3.200 346.000   4.100   6.900   9.100 1017.90
9415144 20050105 07:18   3.600 359.000   4.200   6.900   9.100 1018.10
9415144 20050105 07:24   3.100 339.000   3.800   6.500   9.100 1018.10
9415144 20050105 07:30   3.300 342.000   4.100   7.300   9.100 1018.10
9415144 20050105 07:36   3.300 338.000   4.100   7.400   9.100 1018.00
9415144 20050105 07:42   3.800 336.000   4.300   6.500   9.100 1018.20
9415144 20050105 07:48   3.700 344.000   4.300   7.100   9.100 1018.10
9415144 20050105 07:54   2.800   2.000   3.600   7.300   9.100 1018.30
9415144 20050105 08:00   3.000   9.000   3.400   7.200   9.100 1018.20
9415144 20050105 08:06   2.900  14.000   3.200   7.500   9.000 1018.40
9415144 20050105 08:12   2.300  32.000   3.100   6.700   9.000 1018.40
9415144 20050105 08:18                                                
9415144 20050105 08:24   1.700  29.000   2.600   6.400   9.000 1018.50
9415144 20050105 08:30   2.300  46.000   3.000   6.200   9.000 1018.90
9415144 20050105 08:36   1.300  63.000   2.300   5.700   9.000 1018.60
9415144 20050105 08:42   0.700 100.000   2.000   6.200   9.000 1018.80
9415144 20050105 08:48   1.200  72.000   1.700   6.500   9.000 1018.40
9415144 20050105 08:54   0.600 103.000   1.700   5.700   9.000 1018.60
9415144 20050105 09:00   0.000  83.000   0.800   7.000   9.000 1018.60
9415144 20050105 09:06   0.000 102.000   0.300   5.900   9.000 1018.80
9415144 20050105 09:12   0.800  88.000   1.000   5.500   9.000 1018.90
9415144 20050105 09:18   0.100 132.000   1.000   5.700   9.000 1019.20
9415144 20050105 09:24   1.600 154.000   1.800   6.200   9.000 1019.10
9415144 20050105 09:30   0.200 147.000   1.900   6.200   9.000 1019.20
9415144 20050105 09:36   0.000 148.000   0.300   6.300   9.000 1019.10
9415144 20050105 09:42   0.000 161.000   0.000   5.700   9.000 1019.30
9415144 20050105 09:48   0.000 266.000   0.000   5.700   8.900 1019.30
9415144 20050105 09:54   0.000 333.000   0.000   6.200   8.900 1019.40
9415144 20050105 10:00   0.000 312.000   0.700   6.200   8.900 1019.30
9415144 20050105 10:06   0.000  49.000   0.500   5.200   8.900 1019.40
9415144 20050105 10:12   0.000 100.000   0.000   5.900   8.900 1019.60
9415144 20050105 10:18   0.000  54.000   0.800   6.000   8.900 1020.00
9415144 20050105 10:24   0.000  45.000   0.000   5.900   8.900 1019.80
9415144 20050105 10:30   1.000  53.000   1.900   5.400   8.900 1020.00
9415144 20050105 10:36   0.100  73.000   1.000   5.700   8.900 1020.00
9415144 20050105 10:42                                                
9415144 20050105 10:48   1.000  69.000   2.100   6.100   8.900 1020.10
9415144 20050105 10:54   1.000  54.000   2.100   6.300   8.900 1020.20
9415144 20050105 11:00   1.500  62.000   2.600   5.500   8.900 1020.10
9415144 20050105 11:06   1.000  47.000   2.100   6.400   8.900 1020.30
9415144 20050105 11:12   0.600  67.000   1.800   6.100   8.900 1020.40
9415144 20050105 11:18   1.800  49.000   2.500   6.000   8.900 1020.80
9415144 20050105 11:24   1.400  54.000   2.700   5.600   8.900 1020.70
9415144 20050105 11:30   1.500  61.000   2.300   6.300   8.900 1020.80
9415144 20050105 11:36   2.500  55.000   2.800   6.000   8.900 1020.50
9415144 20050105 11:42   2.500  54.000   3.000   6.000   8.900 1020.70
9415144 20050105 11:48   2.100  86.000   2.800   5.900   9.000 1020.50
9415144 20050105 11:54   1.100 106.000   2.300   6.300   9.000 1020.60
9415144 20050105 12:00   1.200 110.000   1.700   5.800   9.000 1020.40
9415144 20050105 12:06   1.100  93.000   1.700   5.800   9.000 1020.50
9415144 20050105 12:12   1.700  83.000   2.000   5.800   9.000 1020.60
9415144 20050105 12:18   0.900  66.000   1.700   5.600   9.000 1020.70
9415144 20050105 12:24   1.000  74.000   1.000   5.700   9.000 1020.80
9415144 20050105 12:30   1.700  70.000   1.900   5.800   9.000 1020.70
9415144 20050105 12:36   2.000  63.000   2.400   5.700   9.000 1020.70
9415144 20050105 12:42   3.100  19.000   3.400   5.900   9.000 1020.80
9415144 20050105 12:48   3.000  27.000   3.600   5.500   9.000 1020.90
9415144 20050105 12:54   3.200  53.000   3.600   5.600   9.000 1021.00
9415144 20050105 13:00   3.300  52.000   3.800   6.300   9.000 1020.90
9415144 20050105 13:06   2.700  50.000   3.400   5.800   9.000 1021.00
9415144 20050105 13:12   2.500  48.000   2.900   5.600   9.000 1021.20
9415144 20050105 13:18   2.400  45.000   3.000   5.600   9.000 1021.50
9415144 20050105 13:24   2.400  41.000   2.900   5.600   9.000 1021.30
9415144 20050105 13:30   2.000  32.000   2.500   5.400   9.000 1021.40
9415144 20050105 13:36   2.500  20.000   2.800   5.600   9.000 1021.20
9415144 20050105 13:42   2.600  23.000   3.100   5.400   9.000 1021.50
9415144 20050105 13:48   3.100  28.000   3.500   5.400   9.100 1021.40
9415144 20050105 13:54   3.000  22.000   3.500   5.200   9.100 1021.80
9415144 20050105 14:00   1.900  21.000   2.700   5.600   9.100 1021.60
9415144 20050105 14:06   2.000   3.000   2.900   5.500   9.000 1021.80
9415144 20050105 14:12   2.300  12.000   3.000   5.600   9.100        
9415144 20050105 14:18   3.800  25.000   4.000   5.100   9.100 1022.30
9415144 20050105 14:24   3.400  24.000   4.100   5.200   9.100 1022.20
9415144 20050105 14:30   3.300  28.000   4.000   5.200   9.100 1022.40
9415144 20050105 14:36   3.100  21.000   3.700   5.500   9.100 1022.20
9415144 20050105 14:42   2.800  15.000   3.700   5.500   9.100 1022.50
9415144 20050105 14:48   2.400  16.000   2.800   5.800   9.100 1022.30
9415144 20050105 14:54   2.300  15.000   2.800   5.200   9.100 1022.50
9415144 20050105 15:00   2.200  12.000   2.800   5.400   9.100 1022.40
9415144 20050105 15:06   2.300  16.000   2.600   5.200   9.100 1022.60
9415144 20050105 15:12   2.000  15.000   2.800   5.300   9.100 1022.80
9415144 20050105 15:18   2.300  14.000   2.800   5.700   9.100 1023.10
9415144 20050105 15:24   1.300  30.000   2.500   5.500   9.100 1023.10
9415144 20050105 15:30   1.100  36.000   2.100   5.300   9.100 1023.20
9415144 20050105 15:36   2.100  34.000   2.300   5.100   9.100 1023.00
9415144 20050105 15:42   1.600  27.000   2.600   5.700   9.100 1023.30
9415144 20050105 15:48   2.500  32.000   3.100   5.100   9.100 1023.10
9415144 20050105 15:54   2.600  40.000   3.100   4.900   9.100 1023.30
9415144 20050105 16:00   2.700  17.000   3.400   5.200   9.100 1023.40
9415144 20050105 16:06   2.900  20.000   3.100   5.500   9.100 1023.40
9415144 20050105 16:12   3.500  23.000   4.000   5.600   9.200 1023.70
9415144 20050105 16:18   3.500  40.000   4.100   5.300   9.100 1024.10
9415144 20050105 16:24   2.700  42.000   3.700   5.800   9.100 1024.00
9415144 20050105 16:30   3.100  59.000   3.600   5.600   9.100 1024.20
9415144 20050105 16:36   3.400  53.000   3.800   5.500   9.100 1024.10
9415144 20050105 16:42   3.600  57.000   4.300   5.600   9.100 1024.30
9415144 20050105 16:48   2.800  57.000   4.100   5.500   9.200 1024.20
9415144 20050105 16:54   2.000  52.000   3.500   5.600   9.200 1024.50
9415144 20050105 17:00   2.300  49.000   4.300   5.700   9.200 1024.20
9415144 20050105 17:06   2.600  61.000   3.300   5.600   9.200 1024.40
9415144 20050105 17:12   2.800  59.000   3.300   5.700   9.200 1024.60
9415144 20050105 17:18   3.200  47.000   3.900   5.700   9.100 1024.80
9415144 20050105 17:24   2.700  53.000   3.500   5.700   9.100 1024.70
9415144 20050105 17:30   3.300  47.000   3.700   5.700   9.200 1025.00
9415144 20050105 17:36   3.100  42.000   3.600   5.700   9.200 1024.90
9415144 20050105 17:42   2.400  64.000   3.700   5.900   9.200 1025.20
9415144 20050105 17:48   2.500  77.000   3.000   5.900   9.200 1025.00
9415144 20050105 17:54   3.100  65.000   3.800   6.000   9.200 1025.30
9415144 20050105 18:00   3.200  58.000   3.600   6.000   9.200 1025.00
9415144 20050105 18:06   3.200  56.000   3.700   6.000         1025.20
9415144 20050105 18:12   3.200  49.000   3.800   6.200   9.200 1025.20
9415144 20050105 18:18   3.300  56.000   4.100   6.200   9.200 1025.50
9415144 20050105 18:24   3.900  58.000   4.300   6.100   9.200 1025.20
9415144 20050105 18:30   3.500  54.000   4.300   6.200   9.200 1025.40
9415144 20050105 18:36   3.800  52.000   4.400   6.200   9.200 1025.10
9415144 20050105 18:42   3.500  59.000   4.100   6.200   9.200 1025.30
9415144 20050105 18:48   3.400  61.000   4.200   6.200   9.200 1025.00
9415144 20050105 18:54   3.500  61.000   4.500   6.300   9.200 1025.10
9415144 20050105 19:00   3.900  58.000   5.000   6.300   9.200 1024.90
9415144 20050105 19:06   3.900  57.000   4.900   6.400   9.200 1024.90
9415144 20050105 19:12   4.400  60.000   5.100   6.400   9.200 1024.80
9415144 20050105 19:18   4.400  63.000   5.200   6.400   9.200 1025.00
9415144 20050105 19:24   4.700  55.000   5.900   6.500   9.200 1024.70
9415144 20050105 19:30   3.800  47.000   4.500   6.600   9.200 1024.90
9415144 20050105 19:36   4.200  68.000   4.700   6.500   9.200 1024.80
9415144 20050105 19:42   3.100  77.000   4.300   6.600   9.200 1025.00
9415144 20050105 19:48   3.000  57.000   3.900   6.700   9.200 1024.50
9415144 20050105 19:54   3.800  56.000   4.800   6.600   9.200 1024.70
9415144 20050105 20:00   3.600  57.000   4.300   6.600   9.200 1024.30
9415144 20050105 20:06   3.500  46.000   4.700   6.600   9.200 1024.50
9415144 20050105 20:12   3.800  49.000   4.900   6.700   9.300 1024.40
9415144 20050105 20:18   4.600  52.000   5.500   6.800   9.300 1024.70
9415144 20050105 20:24   3.000  54.000   4.500   6.900   9.300 1024.50
9415144 20050105 20:30   3.500  57.000   4.300   6.800   9.300 1024.80
9415144 20050105 20:36   2.500  52.000   3.300   7.000   9.300 1024.60
9415144 20050105 20:42   3.100  46.000   3.800   6.800   9.300 1024.70
9415144 20050105 20:48   3.500  44.000   4.000   6.900   9.300 1024.30
9415144 20050105 20:54   2.600  52.000   3.600   7.100   9.300 1024.50
9415144 20050105 21:00   3.100  43.000   3.900   7.000   9.300 1024.10
9415144 20050105 21:06   3.500  48.000   4.300   7.100   9.300 1024.20
9415144 20050105 21:12   3.600  44.000   4.100   7.200   9.300 1024.00
9415144 20050105 21:18   3.200  37.000   4.000   7.300   9.300 1024.20
9415144 20050105 21:24   3.300  44.000   3.900   7.400   9.300 1023.90
9415144 20050105 21:30   3.600  41.000   4.300   7.500   9.400 1024.20
9415144 20050105 21:36   3.600  35.000   4.200   7.300   9.400 1024.00
9415144 20050105 21:42   3.600  32.000   4.400   7.400   9.400 1024.10
9415144 20050105 21:48   3.400  36.000   4.000   7.500   9.400 1023.70
9415144 20050105 21:54   3.300  31.000   3.700   7.500   9.400 1023.80
9415144 20050105 22:00   3.600  18.000   4.000   7.600   9.400 1023.60
9415144 20050105 22:06   3.200  32.000   3.800   7.600   9.400 1023.80
9415144 20050105 22:12   3.200  25.000   4.200   7.600   9.400 1023.80
9415144 20050105 22:18   3.300  34.000   4.400   7.700   9.400 1024.00
9415144 20050105 22:24   3.300  52.000   3.800   7.600   9.400 1023.80
9415144 20050105 22:30   2.600  58.000   3.300   7.700   9.400 1023.90
9415144 20050105 22:36   2.100  59.000   3.300   7.700   9.300 1023.70
9415144 20050105 22:42   3.100  47.000   3.500   7.800   9.300 1023.80
9415144 20050105 22:48   3.400  40.000   4.100   7.900   9.300 1023.60
9415144 20050105 22:54   2.300  27.000   3.100   7.800   9.300 1023.80
9415144 20050105 23:00   2.000  46.000   2.900   7.900   9.300 1023.70
9415144 20050105 23:06   2.400  38.000   2.700   7.900   9.300 1023.90
9415144 20050105 23:12   2.800  38.000   3.500   7.900   9.400 1023.90
9415144 20050105 23:18   2.900  33.000   3.500   7.900   9.300 1024.10
9415144 20050105 23:24   2.900  27.000   3.400   7.900   9.300 1024.00
9415144 20050105 23:30   2.700  26.000   3.100   8.000   9.400 1024.10
9415144 20050105 23:36   3.000  29.000   3.200   8.000   9.300 1024.00
9415144 20050105 23:42   2.700  38.000   3.000   8.000   9.300 1024.10
9415144 20050105 23:48   3.000  34.000   3.700   8.000   9.300 1023.80
9415144 20050105 23:54   2.600  26.000   3.100   8.100   9.300 1024.00
9415144 20050106 00:00   2.300  36.000   2.800   8.200   9.300 1023.90
