San Francisco, CA 	
Station ID: 9414290	
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
Data%:  StnDtm     GMT  99.226  99.226  99.226  98.988   0.000  99.137  
Maximum:                 9.900 359.000  14.000  13.600   0.000 1027.10  
Minimum:                 0.000   0.000   0.000   5.400   0.000 991.100  
------- -------- ----- ------- ------- ------- ------- ------- ------- 
9414290 20050104 09:12   0.300 113.000   1.800   6.500         1009.50
9414290 20050104 09:18   1.500 130.000   1.700   6.400         1009.40
9414290 20050104 09:24   0.000 143.000   1.500   6.300         1009.50
9414290 20050104 09:30   1.700 123.000   1.900   6.300         1009.50
9414290 20050104 09:36   1.600 113.000   1.900   6.300         1009.40
9414290 20050104 09:42   1.700 126.000   1.900   6.000         1009.40
9414290 20050104 09:48   1.100 136.000   1.800   6.300         1009.40
9414290 20050104 09:54   0.000 137.000   1.400   6.700         1009.60
9414290 20050104 10:00   0.000 118.000   0.000   6.800         1009.60
9414290 20050104 10:06   0.700 141.000   1.500   6.700         1009.70
9414290 20050104 10:12   0.000 139.000   0.400   6.900         1009.70
9414290 20050104 10:18   1.500 132.000   1.700   6.800         1009.60
9414290 20050104 10:24   1.500 130.000   1.600   6.900         1009.60
9414290 20050104 10:30   1.600 127.000   1.800   6.900         1009.50
9414290 20050104 10:36   1.500 128.000   1.900   6.900         1009.50
9414290 20050104 10:42   0.000 141.000   1.300   7.100         1009.50
9414290 20050104 10:48   0.000 114.000   0.000   7.100         1009.50
9414290 20050104 10:54   0.000 142.000   0.000   7.100         1009.50
9414290 20050104 11:00   0.000 132.000   0.000   7.000         1009.40
9414290 20050104 11:06   1.200 134.000   1.600   6.700         1009.40
9414290 20050104 11:12   0.700 134.000   1.500   6.700         1009.40
9414290 20050104 11:18   1.800 129.000   1.900   6.600         1009.30
9414290 20050104 11:24   1.600 134.000   1.800   6.600         1009.30
9414290 20050104 11:30   1.200 124.000   1.600   6.500         1009.30
9414290 20050104 11:36   1.400 127.000   1.600   6.400         1009.20
9414290 20050104 11:42   1.400 134.000   1.600   6.400         1009.20
9414290 20050104 11:48   1.600 126.000   1.800   6.300         1009.20
9414290 20050104 11:54   1.700 131.000   2.000   6.100         1009.10
9414290 20050104 12:00   1.800 129.000   2.000   6.100         1009.10
9414290 20050104 12:06   1.700 130.000   2.000   6.100         1009.10
9414290 20050104 12:12   1.800 132.000   1.900   6.000         1009.10
9414290 20050104 12:18   1.800 137.000   2.000   6.000         1009.00
9414290 20050104 12:24   1.600 131.000   1.800   6.100         1008.90
9414290 20050104 12:30   1.700 125.000   1.800   6.200         1008.80
9414290 20050104 12:36   1.900 125.000   2.000   6.100         1008.90
9414290 20050104 12:42   1.700 136.000   2.100   6.000         1008.90
9414290 20050104 12:48   1.800 131.000   1.900   5.900         1008.90
9414290 20050104 12:54   1.500 123.000   1.800   6.000         1009.00
9414290 20050104 13:00   1.900 127.000   2.100   5.900         1009.10
9414290 20050104 13:06   1.600 133.000   2.100   5.900         1009.10
9414290 20050104 13:12   0.900 136.000   1.700   5.900         1009.10
9414290 20050104 13:18   1.400 128.000   1.700   6.000         1009.10
9414290 20050104 13:24   1.300 124.000   1.700   6.000         1009.20
9414290 20050104 13:30   0.000 107.000   1.300   6.000         1009.20
9414290 20050104 13:36   0.000 144.000   0.000   6.000         1009.30
9414290 20050104 13:42   1.500 128.000   1.700   6.200         1009.30
9414290 20050104 13:48   1.200 130.000   1.700   6.200         1009.30
9414290 20050104 13:54   0.800 135.000   1.600   6.300         1009.30
9414290 20050104 14:00   2.200 107.000   2.400   6.400         1009.30
9414290 20050104 14:06   0.300 125.000   2.100   6.900         1009.30
9414290 20050104 14:12   0.400 141.000   1.500   6.900         1009.30
9414290 20050104 14:18   1.500 126.000   1.800   6.700         1009.30
9414290 20050104 14:24   0.800 133.000   1.900   6.600         1009.30
9414290 20050104 14:30   0.000 104.000   1.500   6.700         1009.20
9414290 20050104 14:36   0.000 331.000   0.000   6.700         1009.40
9414290 20050104 14:42   0.100   8.000   2.200   7.100         1009.40
9414290 20050104 14:48   0.100 119.000   1.200   7.000         1009.40
9414290 20050104 14:54   1.300 118.000   1.900   7.000         1009.40
9414290 20050104 15:00   0.000 128.000   1.900   6.700         1009.40
9414290 20050104 15:06   0.000 157.000   0.000   6.600         1009.50
9414290 20050104 15:12   0.000 247.000   0.000   6.400         1009.60
9414290 20050104 15:18   0.000 155.000   0.000   6.400         1009.60
9414290 20050104 15:24   0.000 151.000   0.000   6.400         1009.70
9414290 20050104 15:30   2.100 127.000   2.200   6.100         1009.70
9414290 20050104 15:36   1.300 131.000   2.300   6.400         1009.80
9414290 20050104 15:42   0.500 118.000   1.500   6.400         1009.80
9414290 20050104 15:48   0.000 171.000   0.000   6.300         1009.90
9414290 20050104 15:54   0.000 203.000   0.000   6.500         1010.00
9414290 20050104 16:00   0.300 118.000   1.300   6.600         1009.90
9414290 20050104 16:06   1.900 126.000   2.100   6.400         1009.90
9414290 20050104 16:12   0.000 133.000   2.000   6.700         1010.00
9414290 20050104 16:18   0.000  47.000   0.100   7.400         1010.10
9414290 20050104 16:24   0.000  43.000   0.400   7.700         1010.20
9414290 20050104 16:30   0.000 337.000   0.000   7.700         1010.20
9414290 20050104 16:36   0.900 290.000   2.000   8.000         1010.30
9414290 20050104 16:42   0.000 224.000   3.200   8.200         1010.40
9414290 20050104 16:48   1.500 118.000   2.000   7.800         1010.50
9414290 20050104 16:54   0.000 185.000   2.000   7.800         1010.50
9414290 20050104 17:00   3.100 292.000   3.500   8.300         1010.60
9414290 20050104 17:06   3.000 289.000   3.700   8.100         1010.80
9414290 20050104 17:12   3.300 287.000   3.800   8.100         1010.90
9414290 20050104 17:18   3.500 292.000   4.100   8.100         1010.90
9414290 20050104 17:24   3.300 290.000   3.900   8.100         1011.10
9414290 20050104 17:30   3.300 283.000   4.000   8.100         1011.10
9414290 20050104 17:36   3.700 300.000   4.300   8.100         1011.10
9414290 20050104 17:42   3.600 313.000   4.500   8.100         1011.20
9414290 20050104 17:48   3.600 311.000   4.000   8.200         1011.30
9414290 20050104 17:54   2.200 307.000   3.600   8.200         1011.30
9414290 20050104 18:00   2.800 293.000   3.100   8.200         1011.40
9414290 20050104 18:06   2.900 281.000   3.300   8.100         1011.60
9414290 20050104 18:12   2.500 282.000   3.600   8.100         1011.60
9414290 20050104 18:18   2.700 274.000   3.000   8.000         1011.70
9414290 20050104 18:24   2.300 285.000   3.100   8.000         1011.70
9414290 20050104 18:30   3.300 304.000   3.900   8.000         1011.70
9414290 20050104 18:36   3.200 311.000   3.600   7.900         1011.70
9414290 20050104 18:42   2.900 320.000   3.600   7.900         1011.70
9414290 20050104 18:48   1.600 337.000   3.100   7.900         1011.70
9414290 20050104 18:54   1.200 320.000   2.200   7.900         1012.00
9414290 20050104 19:00   0.000 313.000   2.000   8.000         1012.00
9414290 20050104 19:06   0.700 306.000   2.300   8.000         1012.00
9414290 20050104 19:12   1.100 320.000   2.200   8.000         1012.00
9414290 20050104 19:18   0.600 329.000   1.800   7.900         1012.00
9414290 20050104 19:24   1.000 331.000   2.400   7.900         1011.80
9414290 20050104 19:30   1.900 331.000   2.300   7.900         1011.80
9414290 20050104 19:36   1.600 342.000   2.000   8.200         1011.50
9414290 20050104 19:42   0.400 334.000   2.200   8.200         1011.50
9414290 20050104 19:48   0.900 324.000   1.800   8.300         1011.50
9414290 20050104 19:54   0.400 325.000   1.800   8.500         1011.40
9414290 20050104 20:00   0.000 308.000   0.400   8.500         1011.40
9414290 20050104 20:06   1.400 308.000   2.000   8.500         1011.40
9414290 20050104 20:12   0.000 294.000   1.800   8.400         1011.50
9414290 20050104 20:18   0.000 285.000   0.100   8.400         1011.50
9414290 20050104 20:24   0.000 323.000   0.000   8.500         1011.50
9414290 20050104 20:30   0.000 326.000   0.000   8.600         1011.40
9414290 20050104 20:36   0.000 342.000   0.000   8.600         1011.40
9414290 20050104 20:42   0.000 352.000   0.000   8.700         1011.40
9414290 20050104 20:48   0.000  23.000   0.000   8.900         1011.30
9414290 20050104 20:54   0.000 349.000   0.000   9.100         1011.20
9414290 20050104 21:00   0.000 353.000   0.000   9.100         1011.20
9414290 20050104 21:06   0.000 348.000   0.000   9.200         1011.10
9414290 20050104 21:12   0.000 336.000   0.000   9.200         1011.10
9414290 20050104 21:18   0.000 320.000   1.200   9.200         1011.20
9414290 20050104 21:24   0.100 322.000   1.800   9.200         1011.20
9414290 20050104 21:30   0.500 327.000   1.800   9.200         1011.40
9414290 20050104 21:36   0.300 356.000   2.000   9.000         1011.20
9414290 20050104 21:42   0.800   4.000   1.800   8.900         1011.20
9414290 20050104 21:48   0.000   2.000   1.600   8.900         1011.20
9414290 20050104 21:54   0.000 342.000   0.000   9.300         1011.30
9414290 20050104 22:00   0.000 310.000   1.300   9.300         1011.30
9414290 20050104 22:06   0.000 293.000   0.000   9.300         1011.30
9414290 20050104 22:12   0.000 334.000   0.700   9.300         1011.40
9414290 20050104 22:18   0.000 306.000   0.400   9.500         1011.50
9414290 20050104 22:24   1.000 322.000   1.900   9.500         1011.50
9414290 20050104 22:30   2.300 349.000   2.500   9.600         1011.50
9414290 20050104 22:36   2.300   8.000   2.600   9.800         1011.50
9414290 20050104 22:42   2.000   8.000   2.400   9.900         1011.50
9414290 20050104 22:48   1.300  15.000   2.000  10.300         1011.50
9414290 20050104 22:54   1.200   4.000   1.800  10.300         1011.50
9414290 20050104 23:00   0.100 358.000   1.700  10.400         1011.70
9414290 20050104 23:06   0.000 337.000   0.100  10.400         1011.70
9414290 20050104 23:12   0.000 331.000   0.000  10.700         1011.70
9414290 20050104 23:18   0.000 323.000   0.000  10.700         1011.70
9414290 20050104 23:24   0.000 333.000   0.000  10.700         1011.80
9414290 20050104 23:30   0.000 351.000   0.000  11.200         1012.00
9414290 20050104 23:36   0.000 313.000   0.000  11.200         1012.00
9414290 20050104 23:42   0.100 305.000   1.000  11.200         1012.10
9414290 20050104 23:48   1.500 264.000   2.100  11.100         1012.30
9414290 20050104 23:54   0.000 288.000   1.800  11.000         1012.30
9414290 20050105 00:00   0.000 294.000   0.000  10.900         1012.40
9414290 20050105 00:06   0.000 241.000   0.000  11.300         1012.50
9414290 20050105 00:12   0.000 283.000   0.000  11.100         1012.60
9414290 20050105 00:18   0.000 344.000   0.000  10.800         1012.60
9414290 20050105 00:24   0.600 149.000   1.500  10.500         1012.60
9414290 20050105 00:30   0.000 102.000   0.000  10.500         1012.60
9414290 20050105 00:36   0.300 125.000   1.200  10.500         1012.60
9414290 20050105 00:42   0.000  86.000   0.300  10.100         1012.70
9414290 20050105 00:48   0.000 146.000   0.000  10.000         1012.80
9414290 20050105 00:54   0.000 128.000   1.400  10.000         1012.70
9414290 20050105 01:00   0.100 103.000   1.600  10.000         1012.70
9414290 20050105 01:06   0.400 114.000   1.600  10.000         1012.70
9414290 20050105 01:12   0.200 125.000   1.500   9.600         1012.70
9414290 20050105 01:18   0.400 119.000   1.800   9.200         1012.70
9414290 20050105 01:24   1.700 114.000   1.900   8.900         1012.80
9414290 20050105 01:30   1.700 105.000   2.200   8.900         1012.80
9414290 20050105 01:36   1.400 112.000   2.100   8.900         1013.00
9414290 20050105 01:42   1.600 118.000   2.000   8.900         1013.20
9414290 20050105 01:48   2.000 113.000   2.700   8.900         1013.20
9414290 20050105 01:54   1.500 126.000   2.300   8.900         1013.40
9414290 20050105 02:00   1.700 122.000   1.800   8.600         1013.70
9414290 20050105 02:06   1.400 120.000   1.800   8.600         1013.70
9414290 20050105 02:12   1.400 102.000   1.800   8.600         1013.70
9414290 20050105 02:18   1.000 113.000   1.700   8.600         1013.80
9414290 20050105 02:24   1.100 114.000   1.800   8.600         1013.90
9414290 20050105 02:30   1.200 114.000   2.000   8.600         1013.90
9414290 20050105 02:36   1.600 114.000   2.200   8.800         1013.90
9414290 20050105 02:42   1.800 114.000   2.300   8.700         1013.90
9414290 20050105 02:48   2.200  94.000   2.700   9.100         1013.90
9414290 20050105 02:54   2.400  84.000   3.500   9.300         1014.00
9414290 20050105 03:00   2.000  98.000   2.500   9.300         1014.00
9414290 20050105 03:06   1.100 124.000   2.800   9.500         1014.20
9414290 20050105 03:12   1.400 111.000   1.900   8.800         1014.40
9414290 20050105 03:18   1.500 103.000   2.000   8.800         1014.40
9414290 20050105 03:24   1.100 120.000   1.800   8.900         1014.60
9414290 20050105 03:30   0.000 120.000   1.400   8.900         1014.60
9414290 20050105 03:36   1.100 115.000   1.800   8.900         1014.70
9414290 20050105 03:42   1.700  97.000   2.400   9.000         1014.80
9414290 20050105 03:48   1.400  98.000   2.500   9.000         1014.80
9414290 20050105 03:54   1.500 111.000   2.400   9.300         1014.90
9414290 20050105 04:00   0.500 124.000   2.900   9.100         1015.00
9414290 20050105 04:06   1.900  99.000   2.600   9.100         1015.00
9414290 20050105 04:12   1.500  98.000   2.500   9.100         1015.10
9414290 20050105 04:18   1.900  84.000   2.500   9.200         1015.10
9414290 20050105 04:24   1.500  92.000   2.600   9.200         1015.10
9414290 20050105 04:30   2.000  95.000   2.800   9.300         1015.30
9414290 20050105 04:36   1.500  85.000   2.700   9.200         1015.40
9414290 20050105 04:42   0.900  75.000   1.900   9.200         1015.40
9414290 20050105 04:48   1.500  81.000   2.400   9.100         1015.50
9414290 20050105 04:54   1.600  88.000   2.700   9.100         1015.50
9414290 20050105 05:00   1.700  77.000   2.400   9.100         1015.50
9414290 20050105 05:06   2.400  75.000   3.100   9.200         1015.50
9414290 20050105 05:12   2.900  86.000   3.600   9.200         1015.70
9414290 20050105 05:18   2.800  81.000   3.600   9.100         1015.80
9414290 20050105 05:24   3.000  80.000   4.200   9.200         1015.90
9414290 20050105 05:30   2.600  82.000   4.300   9.200         1015.90
9414290 20050105 05:36   2.700  80.000   3.700                 1016.00
9414290 20050105 05:42   2.800  80.000   3.800   9.100         1016.00
9414290 20050105 05:48   3.000  77.000   4.200   9.100         1016.10
9414290 20050105 05:54   2.600  80.000   3.300   9.100         1016.20
9414290 20050105 06:00   2.200  98.000   3.500   9.000         1016.30
9414290 20050105 06:06   2.300  78.000   3.300   9.100         1016.30
9414290 20050105 06:12   3.100  77.000   3.600   9.100         1016.30
9414290 20050105 06:18   2.500  77.000   3.800   9.000         1016.50
9414290 20050105 06:24   3.500  83.000   4.800   9.000         1016.50
9414290 20050105 06:30   3.000  78.000   4.100   9.000         1016.70
9414290 20050105 06:36   3.500  92.000   5.400   9.000         1016.80
9414290 20050105 06:42   2.900  75.000   5.200   9.000         1016.80
9414290 20050105 06:48   2.100  88.000   3.800   8.800         1016.90
9414290 20050105 06:54   2.200  96.000   3.500   8.800         1016.90
9414290 20050105 07:00   2.900  83.000   4.100   8.800         1017.00
9414290 20050105 07:06   3.100  85.000   4.300   8.800         1017.10
9414290 20050105 07:12   3.300  90.000   4.600   8.800         1017.10
9414290 20050105 07:18   2.800  95.000   4.300   8.800         1017.30
9414290 20050105 07:24   3.300  94.000   4.800   8.800         1017.30
9414290 20050105 07:30                                                
9414290 20050105 07:36   2.700  92.000   4.300   9.000         1017.40
9414290 20050105 07:42   2.300  88.000   3.700   9.000         1017.40
9414290 20050105 07:48   3.200  93.000   3.900   9.000         1017.50
9414290 20050105 07:54   3.400  73.000   4.700   9.000         1017.50
9414290 20050105 08:00   2.500  95.000   3.900   9.100         1017.50
9414290 20050105 08:06   2.400  91.000   3.500   9.000         1017.50
9414290 20050105 08:12   2.800  80.000   3.700   9.000         1017.60
9414290 20050105 08:18   2.400  87.000   3.300   8.900         1017.70
9414290 20050105 08:24   3.300  87.000   4.600   8.900         1017.70
9414290 20050105 08:30   3.000  94.000   5.200   8.900         1017.70
9414290 20050105 08:36   3.600  86.000   4.800   8.900         1017.70
9414290 20050105 08:42   3.500  82.000   5.000   9.000         1017.70
9414290 20050105 08:48   3.500  79.000   4.900   8.900         1017.80
9414290 20050105 08:54   3.100  84.000   4.700   8.900         1017.80
9414290 20050105 09:00   3.100  81.000   4.100   8.900         1017.80
9414290 20050105 09:06   3.700  85.000   5.100   8.800         1017.90
9414290 20050105 09:12   2.800  80.000   4.800   8.800         1017.90
9414290 20050105 09:18   2.700  84.000   3.800   8.800         1017.90
9414290 20050105 09:24   2.800  80.000   3.900   8.700         1018.10
9414290 20050105 09:30   2.500  86.000   4.300   8.700         1018.10
9414290 20050105 09:36   2.400  94.000   3.700   8.700         1018.20
9414290 20050105 09:42   2.700  97.000   5.000   8.700         1018.30
9414290 20050105 09:48   3.400  97.000   4.700   8.800         1018.30
9414290 20050105 09:54   3.100  88.000   4.300   8.800         1018.40
9414290 20050105 10:00   3.500  95.000   4.800   8.800         1018.50
9414290 20050105 10:06   2.800  97.000   4.000   8.700         1018.60
9414290 20050105 10:12   3.100  87.000   4.600   8.800         1018.70
9414290 20050105 10:18   2.700  86.000   3.900   8.900         1018.80
9414290 20050105 10:24   3.000  83.000   4.400   8.900         1018.80
9414290 20050105 10:30   2.600  98.000   3.800   8.800         1019.00
9414290 20050105 10:36   2.600  91.000   4.100   8.800         1019.00
9414290 20050105 10:42   2.700  97.000   4.600   8.800         1019.10
9414290 20050105 10:48   2.500  89.000   3.600   8.800         1019.20
9414290 20050105 10:54   1.900  86.000   3.800   8.700         1019.30
9414290 20050105 11:00   2.100  91.000   3.200   8.700         1019.20
9414290 20050105 11:06   1.300  89.000   3.400   8.600         1019.30
9414290 20050105 11:12   1.200  67.000   2.700   8.500         1019.30
9414290 20050105 11:18   0.300  46.000   1.800   8.600         1019.40
9414290 20050105 11:24   0.500  38.000   1.800   8.700         1019.30
9414290 20050105 11:30   0.000  48.000   0.000   8.800         1019.40
9414290 20050105 11:36   0.000  29.000   0.000   8.800         1019.40
9414290 20050105 11:42   0.000  25.000   0.000   8.800         1019.50
9414290 20050105 11:48   0.000  30.000   0.200   8.800         1019.50
9414290 20050105 11:54   2.500  19.000   3.200   8.800         1019.50
9414290 20050105 12:00   1.200  34.000   2.700   9.000         1019.50
9414290 20050105 12:06   0.100  23.000   2.000   9.000         1019.50
9414290 20050105 12:12   1.200  24.000   1.700   9.000         1019.50
9414290 20050105 12:18   2.200  21.000   2.600   9.000         1019.60
9414290 20050105 12:24   2.100  35.000   2.600   8.900         1019.60
9414290 20050105 12:30   1.100  44.000   2.200   8.900         1019.70
9414290 20050105 12:36   2.200  19.000   2.700   8.800         1019.80
9414290 20050105 12:42   2.200  37.000   3.100   8.800         1020.00
9414290 20050105 12:48   2.400  51.000   3.500   8.800         1020.00
9414290 20050105 12:54   1.300  51.000   2.400   8.900         1020.00
9414290 20050105 13:00   2.000  38.000   2.900   8.800         1020.00
9414290 20050105 13:06   1.800  38.000   2.600   8.800         1020.00
9414290 20050105 13:12   1.800  44.000   2.200   8.900         1020.20
9414290 20050105 13:18   1.800  42.000   2.200   9.000         1020.30
9414290 20050105 13:24   1.000  74.000   1.800   8.900         1020.40
9414290 20050105 13:30   0.000 128.000   1.700   8.600         1020.50
9414290 20050105 13:36   0.000 129.000   0.000   8.500         1020.60
9414290 20050105 13:42   0.000 132.000   0.000   8.500         1020.60
9414290 20050105 13:48   0.000 125.000   0.000   8.200         1020.70
9414290 20050105 13:54   0.000 134.000   0.000   8.100         1020.70
9414290 20050105 14:00   0.000 126.000   0.000   8.100         1020.80
9414290 20050105 14:06   0.300 116.000   1.200   8.000         1020.90
9414290 20050105 14:12   0.000 123.000   0.100   7.900                
9414290 20050105 14:18   0.000 107.000   0.300   7.900         1021.10
9414290 20050105 14:24   0.000 128.000   0.400   7.800         1021.20
9414290 20050105 14:30   0.000 110.000   0.000   7.900         1021.30
9414290 20050105 14:36   0.000 109.000   0.000   7.900         1021.30
9414290 20050105 14:42   0.000 121.000   0.000   7.800         1021.40
9414290 20050105 14:48   0.000 126.000   0.300   7.800         1021.40
9414290 20050105 14:54   0.000 119.000   0.000   7.800         1021.50
9414290 20050105 15:00   0.000  94.000   0.000   7.900         1021.50
9414290 20050105 15:06   2.500  10.000   3.600   8.800         1021.80
9414290 20050105 15:12   2.400  12.000   3.100   8.800         1021.80
9414290 20050105 15:18   2.800 349.000   3.300   9.100         1021.90
9414290 20050105 15:24   3.200 346.000   3.900   9.100         1021.90
9414290 20050105 15:30   3.400 347.000   3.900   9.200         1022.00
9414290 20050105 15:36   3.400 354.000   3.900   9.200         1022.00
9414290 20050105 15:42   3.600 347.000   4.200   9.000         1022.20
9414290 20050105 15:48   3.500 351.000   3.900   9.000         1022.20
9414290 20050105 15:54   3.200 353.000   3.900   9.000         1022.20
9414290 20050105 16:00   3.100 348.000   3.900   9.100         1022.40
9414290 20050105 16:06   3.400 349.000   3.900   9.100         1022.50
9414290 20050105 16:12   3.100 354.000   3.700   9.200         1022.60
9414290 20050105 16:18   3.300 346.000   3.700   9.200         1022.80
9414290 20050105 16:24   2.700 345.000   3.700   9.200         1022.80
9414290 20050105 16:30   3.500 330.000   4.000   9.200         1022.90
9414290 20050105 16:36   3.700 343.000   4.200   9.300         1023.00
9414290 20050105 16:42   4.100 329.000   4.500   9.200         1023.00
9414290 20050105 16:48   3.800 338.000   4.400   9.200         1023.00
9414290 20050105 16:54   3.700 344.000   4.200   9.300         1023.10
9414290 20050105 17:00   3.600 342.000   4.200   9.400         1023.20
9414290 20050105 17:06   3.700 349.000   4.300   9.500         1023.30
9414290 20050105 17:12   3.400 352.000   4.000   9.500         1023.40
9414290 20050105 17:18   2.900  10.000   3.600   9.600         1023.60
9414290 20050105 17:24   3.000  48.000   4.200   9.500         1023.70
9414290 20050105 17:30   3.300  34.000   3.900   9.500         1023.80
9414290 20050105 17:36   2.300  28.000   3.300   9.600         1023.80
9414290 20050105 17:42   2.400  11.000   3.300   9.600         1023.90
9414290 20050105 17:48   3.400 343.000   3.900   9.600         1023.90
9414290 20050105 17:54   2.900 343.000   3.700   9.400         1023.80
9414290 20050105 18:00   2.900 334.000   3.400   9.500         1023.80
9414290 20050105 18:06   3.400 338.000   3.800   9.500         1024.00
9414290 20050105 18:12                                                
9414290 20050105 18:18   3.000 336.000   4.000   9.500         1023.90
9414290 20050105 18:24   3.500 330.000   4.000   9.600         1023.90
9414290 20050105 18:30   3.700 334.000   4.000   9.500         1023.90
9414290 20050105 18:36   3.600 331.000   4.000   9.600         1024.00
9414290 20050105 18:42   3.600 321.000   4.000   9.500         1023.90
9414290 20050105 18:48   4.100 323.000   4.500   9.600         1023.80
9414290 20050105 18:54   3.800 303.000   4.900   9.600         1023.90
9414290 20050105 19:00   0.000 270.000   3.300   9.800         1023.80
9414290 20050105 19:06   3.500 327.000   6.600   9.700         1023.90
9414290 20050105 19:12   3.400  20.000   4.200  10.000         1024.00
9414290 20050105 19:18   3.300 344.000   3.600   9.900         1023.80
9414290 20050105 19:24   2.700 334.000   3.700   9.900         1023.80
9414290 20050105 19:30   2.800 341.000   3.500   9.900         1023.80
9414290 20050105 19:36   2.200 340.000   2.900  10.000         1023.70
9414290 20050105 19:42   2.900 335.000   3.300   9.900         1023.60
9414290 20050105 19:48   2.400 334.000   3.300  10.000         1023.50
9414290 20050105 19:54   2.400 345.000   2.800  10.100         1023.40
9414290 20050105 20:00   2.900 340.000   3.500  10.100         1023.40
9414290 20050105 20:06   3.000 342.000   3.400  10.000         1023.40
9414290 20050105 20:12   3.000 341.000   3.400  10.200         1023.40
9414290 20050105 20:18   3.500 345.000   4.100  10.200         1023.40
9414290 20050105 20:24   4.300 354.000   4.700  10.100         1023.40
9414290 20050105 20:30   3.700 355.000   4.600  10.100         1023.40
9414290 20050105 20:36   3.500 353.000   4.100  10.100         1023.30
9414290 20050105 20:42   3.600 352.000   4.000  10.100         1023.30
9414290 20050105 20:48   3.700 325.000   4.000  10.000         1023.20
9414290 20050105 20:54   4.100 292.000   5.000   9.600         1023.10
9414290 20050105 21:00   4.400 291.000   6.400   9.400         1023.10
9414290 20050105 21:06   4.600 287.000   5.400   9.400         1023.20
9414290 20050105 21:12   6.000 292.000   6.700   9.300         1023.10
9414290 20050105 21:18   4.900 289.000   6.100   9.200         1023.00
9414290 20050105 21:24   5.000 289.000   6.200   9.300         1023.00
9414290 20050105 21:30   4.500 292.000   5.500   9.200         1023.00
9414290 20050105 21:36   5.300 293.000   5.800   9.200         1022.90
9414290 20050105 21:42   4.600 299.000   5.700   9.300         1022.80
9414290 20050105 21:48   4.300 294.000   5.400   9.400         1022.80
9414290 20050105 21:54   4.700 291.000   5.300   9.400         1022.80
9414290 20050105 22:00   4.700 290.000   5.300   9.400         1022.80
9414290 20050105 22:06   4.800 285.000   5.800   9.500         1022.80
9414290 20050105 22:12   4.400 288.000   5.400   9.500         1022.80
9414290 20050105 22:18   4.300 289.000   5.100   9.500         1022.80
9414290 20050105 22:24   4.400 285.000   5.400   9.400         1022.80
9414290 20050105 22:30   3.800 288.000   4.400   9.500         1022.80
9414290 20050105 22:36   5.000 286.000   5.600   9.400         1022.90
9414290 20050105 22:42   4.700 286.000   5.300   9.400         1022.90
9414290 20050105 22:48   5.400 283.000   5.900   9.400         1022.90
9414290 20050105 22:54   5.000 288.000   6.000   9.400         1022.90
9414290 20050105 23:00   5.900 288.000   6.400   9.300         1022.90
9414290 20050105 23:06   5.300 290.000   6.200   9.300         1022.90
9414290 20050105 23:12   4.800 288.000   6.200   9.400         1022.80
9414290 20050105 23:18   5.500 287.000   6.300   9.300         1022.90
9414290 20050105 23:24   4.500 292.000   6.000   9.300         1022.90
9414290 20050105 23:30   4.600 292.000   5.100   9.400         1022.90
9414290 20050105 23:36   4.500 292.000   5.400   9.400         1022.90
9414290 20050105 23:42   4.500 286.000   5.100   9.400         1023.00
9414290 20050105 23:48   4.500 289.000   5.100   9.500         1022.90
9414290 20050105 23:54   4.700 291.000   5.600   9.400         1022.90
9414290 20050106 00:00   5.000 286.000   5.700   9.400         1022.90
9414290 20050106 00:06   4.800 291.000   5.400   9.400         1023.00
9414290 20050106 00:12   3.800 295.000   4.900   9.400         1023.00
9414290 20050106 00:18   3.700 291.000   4.600   9.400         1023.10
9414290 20050106 00:24   4.000 288.000   4.600   9.400         1023.00
9414290 20050106 00:30   3.900 290.000   4.400   9.400         1023.00
9414290 20050106 00:36   3.600 287.000   4.400   9.500         1023.00
9414290 20050106 00:42   4.100 281.000   4.500   9.500         1023.00
9414290 20050106 00:48   3.500 281.000   4.200   9.400         1022.90
9414290 20050106 00:54   3.700 287.000   4.100   9.400         1022.90
9414290 20050106 01:00   3.900 284.000   4.400   9.400         1022.90
9414290 20050106 01:06   4.100 288.000   4.800   9.400         1023.00
9414290 20050106 01:12   4.700 288.000   5.300   9.400         1023.00
9414290 20050106 01:18   5.000 287.000   6.000   9.300         1023.00
9414290 20050106 01:24   4.900 281.000   6.200   9.300         1023.00
9414290 20050106 01:30   5.100 285.000   5.900   9.300         1023.00
9414290 20050106 01:36   4.600 284.000   5.700   9.300         1023.00
9414290 20050106 01:42   5.300 281.000   6.000   9.200         1023.00
9414290 20050106 01:48   5.100 288.000   6.100   9.200         1023.00
9414290 20050106 01:54   4.600 280.000   5.900   9.200         1023.00
9414290 20050106 02:00   4.000 285.000   5.600   9.200         1023.10
9414290 20050106 02:06   4.500 288.000   5.500   9.200         1023.20
9414290 20050106 02:12   4.200 292.000   5.400   9.200         1023.30
9414290 20050106 02:18   4.900 287.000   5.800   9.200         1023.30
9414290 20050106 02:24   3.500 293.000   5.000   9.300         1023.40
9414290 20050106 02:30   3.100 299.000   4.500   9.300         1023.50
9414290 20050106 02:36   3.200 296.000   4.000   9.400         1023.60
9414290 20050106 02:42   3.200 306.000   3.800   9.400         1023.60
9414290 20050106 02:48   3.200 303.000   3.700   9.400         1023.60
