Alameda, CA 	
Station ID: 9414750	
Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
9414750 20050104 08:18                                                
9414750 20050104 08:24   1.600 332.000   2.100   7.600  10.700 1010.20
9414750 20050104 08:30   1.200 336.000   1.900   7.300  10.700 1010.20
9414750 20050104 08:36   1.900 342.000   2.400   7.300  10.700 1010.30
9414750 20050104 08:42   1.000   1.000   1.800   7.000  10.700 1010.10
9414750 20050104 08:48   0.900   8.000   1.800   6.900  10.700 1010.20
9414750 20050104 08:54   1.900   5.000   2.200   6.700  10.700 1010.10
9414750 20050104 09:00   0.700   6.000   1.800   6.500  10.700 1010.00
9414750 20050104 09:06   0.100  43.000   0.400   6.500  10.700 1010.20
9414750 20050104 09:12   1.400 352.000   2.200   6.600  10.700 1010.20
9414750 20050104 09:18   0.000 337.000   1.600   6.700  10.700 1010.10
9414750 20050104 09:24   0.000 348.000   0.400   6.900  10.700 1010.00
9414750 20050104 09:30   0.000 345.000   0.000   6.800  10.700 1010.10
9414750 20050104 09:36   0.000   0.000   0.000   6.800  10.800 1010.30
9414750 20050104 09:42   0.000  21.000   0.200   6.900  10.700 1010.40
9414750 20050104 09:48   0.000  31.000   0.300   6.800  10.800 1010.40
9414750 20050104 09:54   0.000  49.000   0.000   6.800  10.700 1010.30
9414750 20050104 10:00   0.000  66.000   0.000   7.000  10.700 1010.20
9414750 20050104 10:06   0.000  64.000   0.000   7.100  10.700 1010.30
9414750 20050104 10:12   0.000  57.000   0.000   7.000  10.700 1010.30
9414750 20050104 10:18   0.000  57.000   0.000   7.000  10.700 1010.30
9414750 20050104 10:24   0.000  57.000   0.000   7.000  10.700 1010.30
9414750 20050104 10:30   0.000  57.000   0.000   7.100  10.700 1010.20
9414750 20050104 10:36   0.000  57.000   0.000   7.100  10.700 1010.30
9414750 20050104 10:42   0.000 139.000   0.000   7.200  10.600 1010.20
9414750 20050104 10:48   0.000 169.000   0.000   7.200  10.600 1010.20
9414750 20050104 10:54   0.000 168.000   0.000   7.300  10.500 1010.10
9414750 20050104 11:00   0.000 119.000   0.000   7.400  10.300 1010.10
9414750 20050104 11:06   0.000  98.000   0.000   7.500  10.300 1010.20
9414750 20050104 11:12   0.000  98.000   0.000   7.600  10.300 1010.10
9414750 20050104 11:18   0.000 120.000   0.000   7.600  10.200 1010.10
9414750 20050104 11:24   0.000 124.000   0.400   7.800  10.200 1009.90
9414750 20050104 11:30   0.000  95.000   0.000   7.800  10.200 1009.90
9414750 20050104 11:36   0.000 105.000   0.300   7.600  10.200 1009.80
9414750 20050104 11:42   0.000 100.000   0.400   7.400  10.200 1009.80
9414750 20050104 11:48   0.000 118.000   0.400   7.400  10.200 1009.80
9414750 20050104 11:54   0.400 109.000   0.600   7.300  10.200 1009.80
9414750 20050104 12:00   0.500 107.000   1.900   7.200  10.200 1009.80
9414750 20050104 12:06   0.300 110.000   0.500   7.000  10.200 1009.70
9414750 20050104 12:12   0.100 115.000   0.400   7.000  10.200 1009.60
9414750 20050104 12:18   0.000 108.000   0.100   7.100  10.200 1009.70
9414750 20050104 12:24   0.600 105.000   1.700   7.000  10.200 1009.70
9414750 20050104 12:30   1.900 106.000   2.200   6.900  10.200 1009.70
9414750 20050104 12:36   2.300 101.000   2.500   8.100  10.200 1009.80
9414750 20050104 12:42   3.300 114.000   3.600   7.200  10.200 1009.80
9414750 20050104 12:48   2.300  98.000   3.200   7.100  10.200 1009.80
9414750 20050104 12:54                                                
9414750 20050104 13:00   2.900 107.000   3.200   6.900  10.300 1009.80
9414750 20050104 13:06   2.600 106.000   3.300   7.000  10.300 1009.90
9414750 20050104 13:12   2.600 118.000   3.600   7.100  10.300 1009.90
9414750 20050104 13:18   2.200 108.000   3.000   7.200  10.300 1009.90
9414750 20050104 13:24   0.200  82.000   2.300   6.900  10.200 1009.90
9414750 20050104 13:30   2.200  90.000   2.700   6.800  10.300 1010.00
9414750 20050104 13:36   2.400 101.000   3.300   6.900  10.400 1010.10
9414750 20050104 13:42   2.600  94.000   3.100   6.900  10.400 1010.00
9414750 20050104 13:48   2.600 100.000   3.200   6.900  10.500 1010.10
9414750 20050104 13:54   2.600 103.000   3.500   7.000  10.500 1010.00
9414750 20050104 14:00   2.500 100.000   3.000   7.100  10.500 1010.00
9414750 20050104 14:06   2.600 105.000   3.100   7.100  10.500 1010.00
9414750 20050104 14:12   1.700  98.000   3.200   7.000  10.500 1010.00
9414750 20050104 14:18   2.300  99.000   3.200   6.900  10.500 1010.10
9414750 20050104 14:24   2.100  96.000   3.100   6.900  10.500 1010.20
9414750 20050104 14:30   2.500 100.000   3.900   6.800  10.500 1010.20
9414750 20050104 14:36   2.100  94.000   3.000   6.800  10.400 1010.20
9414750 20050104 14:42   1.900  91.000   2.800   6.800  10.500 1010.20
9414750 20050104 14:48   2.400 100.000   2.900   6.800  10.500 1010.20
9414750 20050104 14:54   2.100  92.000   3.200   6.800  10.500 1010.20
9414750 20050104 15:00   2.300  96.000   2.900   6.800  10.500 1010.20
9414750 20050104 15:06   2.400  96.000   3.200   6.800  10.500 1010.30
9414750 20050104 15:12   1.700 100.000   2.700   6.800  10.400 1010.30
9414750 20050104 15:18   2.200 109.000   2.700   6.900  10.400 1010.30
9414750 20050104 15:24   2.300 118.000   3.100   7.100  10.300 1010.30
9414750 20050104 15:30   1.500 104.000   3.200   6.900  10.300 1010.40
9414750 20050104 15:36   1.700 108.000   2.300   6.900  10.300 1010.50
9414750 20050104 15:42   2.400 111.000   3.000   7.000  10.300 1010.60
9414750 20050104 15:48   2.000  92.000   2.700   6.800  10.300 1010.60
9414750 20050104 15:54   1.400  98.000   2.300   6.700  10.300 1010.80
9414750 20050104 16:00   1.000  99.000   2.500   6.800  10.300 1010.90
9414750 20050104 16:06   1.500  99.000   2.400   6.800  10.300 1010.90
9414750 20050104 16:12   1.400 108.000   2.700   6.900  10.200 1010.90
9414750 20050104 16:18   1.200 110.000   2.400   7.000  10.300 1011.00
9414750 20050104 16:24   1.900 114.000   2.500   7.100  10.200 1010.90
9414750 20050104 16:30   2.600 119.000   2.900   7.300  10.200 1010.90
9414750 20050104 16:36   2.800 124.000   3.200   7.500  10.200 1011.00
9414750 20050104 16:42   2.200 109.000   3.000   7.500  10.200 1011.10
9414750 20050104 16:48   2.700 117.000   3.100   7.500  10.200 1011.20
9414750 20050104 16:54   3.200 115.000   3.600   7.700  10.200 1011.30
9414750 20050104 17:00   2.300 102.000   3.400   7.800  10.200 1011.40
9414750 20050104 17:06   1.100  97.000   2.500   8.000  10.300 1011.60
9414750 20050104 17:12   0.200 107.000   2.000   8.100  10.300 1011.70
9414750 20050104 17:18   0.700 121.000   2.100   8.000  10.200 1011.70
9414750 20050104 17:24   1.500 131.000   2.300   8.000  10.300 1011.70
9414750 20050104 17:30   1.600 135.000   2.300   7.900  10.200 1011.80
9414750 20050104 17:36   0.600 134.000   2.500   7.900  10.200 1011.80
9414750 20050104 17:42   1.100 122.000   2.300   7.900  10.200 1011.90
9414750 20050104 17:48   0.800 119.000   2.100   7.900  10.200 1011.90
9414750 20050104 17:54   0.300 116.000   1.600   7.900  10.200 1012.10
9414750 20050104 18:00   0.300 127.000   0.900   8.000  10.300 1012.10
9414750 20050104 18:06   0.000 119.000   0.400   8.000  10.300 1012.20
9414750 20050104 18:12   0.000 108.000   0.000   8.100  10.300 1012.30
9414750 20050104 18:18   0.100 113.000   0.400   8.200  10.200 1012.40
9414750 20050104 18:24   0.100 142.000   0.400   8.200  10.300 1012.40
9414750 20050104 18:30   0.000 153.000   0.500   8.200  10.200 1012.40
9414750 20050104 18:36   0.000 141.000   0.800   8.300  10.300 1012.40
9414750 20050104 18:42   0.100 165.000   0.500   8.400  10.300 1012.60
9414750 20050104 18:48   0.000 153.000   0.000   8.400  10.300 1012.60
9414750 20050104 18:54   0.000 150.000   0.000   8.400  10.300 1012.70
9414750 20050104 19:00   0.000 132.000   0.000   8.400  10.300 1012.70
9414750 20050104 19:06   0.000 155.000   0.000   8.400  10.300 1012.70
9414750 20050104 19:12   0.500 151.000   0.900   8.400  10.300 1012.60
9414750 20050104 19:18   0.300 156.000   0.500   8.500  10.300 1012.50
9414750 20050104 19:24   0.700 160.000   2.100   8.600  10.400 1012.40
9414750 20050104 19:30   0.500 149.000   1.200   8.600  10.500 1012.30
9414750 20050104 19:36   0.300 175.000   0.600   8.700  10.400 1012.30
9414750 20050104 19:42   0.300 169.000   0.500   8.700  10.400 1012.30
9414750 20050104 19:48   0.000 166.000   0.000   8.800  10.500 1012.10
9414750 20050104 19:54   0.200 150.000   0.500   8.700  10.500 1011.90
9414750 20050104 20:00   0.100 140.000   0.400   8.700  10.500 1011.90
9414750 20050104 20:06   0.000 155.000   0.000   8.800  10.500 1012.10
9414750 20050104 20:12   0.300 173.000   0.500   8.800  10.500 1012.10
9414750 20050104 20:18   0.100 168.000   0.500   8.800  10.600 1012.10
9414750 20050104 20:24   0.200 184.000   0.500   8.800  10.600 1012.10
9414750 20050104 20:30   0.400 188.000   0.600   8.800  10.600 1012.10
9414750 20050104 20:36   1.500 188.000   2.200   8.900  10.600 1012.10
9414750 20050104 20:42   2.000 191.000   2.500   9.000  10.600 1012.10
9414750 20050104 20:48   2.100 197.000   2.700   9.000  10.600 1012.00
9414750 20050104 20:54   0.600 191.000   2.200   9.100  10.600 1012.00
9414750 20050104 21:00   0.200 201.000   1.600   9.200  10.600 1011.90
9414750 20050104 21:06   0.000 185.000   1.800   9.400  10.600 1012.00
9414750 20050104 21:12   0.000 191.000   0.400   9.700  10.600 1012.00
9414750 20050104 21:18   0.000 194.000   0.000   9.900  10.500 1012.00
9414750 20050104 21:24   0.000 198.000   0.000  10.100  10.500 1011.90
9414750 20050104 21:30   0.000 193.000   0.000   9.900  10.500 1012.00
9414750 20050104 21:36   0.000 186.000   0.000   9.800  10.500 1011.90
9414750 20050104 21:42   0.000 162.000   0.500   9.600  10.500 1011.90
9414750 20050104 21:48   0.000 155.000   0.500   9.500  10.500 1012.00
9414750 20050104 21:54   0.500 173.000   1.200   9.400  10.500 1012.00
9414750 20050104 22:00   1.200 174.000   2.000   9.400  10.500 1011.90
9414750 20050104 22:06   1.400 174.000   2.200   9.500  10.500 1012.10
9414750 20050104 22:12   0.900 180.000   2.000   9.600  10.600 1012.10
9414750 20050104 22:18   0.400 183.000   1.500   9.500  10.600 1012.10
9414750 20050104 22:24   0.600 185.000   1.200   9.600  10.600 1012.10
9414750 20050104 22:30   1.700 191.000   2.100   9.600  10.600 1012.20
9414750 20050104 22:36   0.900 193.000   2.400   9.600  10.600 1012.30
9414750 20050104 22:42   0.400 182.000   0.800   9.600  10.600 1012.30
9414750 20050104 22:48   0.500 179.000   1.300   9.800  10.600 1012.30
9414750 20050104 22:54   0.700 181.000   1.200   9.700  10.600 1012.40
9414750 20050104 23:00   0.400 171.000   1.200   9.700  10.600 1012.50
9414750 20050104 23:06   1.300 183.000   1.900   9.600  10.600 1012.50
9414750 20050104 23:12   3.200 185.000   3.400   9.600  10.600 1012.60
9414750 20050104 23:18   3.000 188.000   3.500   9.700  10.600 1012.60
9414750 20050104 23:24   3.200 186.000   3.500   9.700  10.600 1012.60
9414750 20050104 23:30   3.000 187.000   3.200   9.800  10.600 1012.70
9414750 20050104 23:36   2.800 183.000   3.200  10.000  10.600 1012.80
9414750 20050104 23:42   2.600 173.000   2.900  10.100  10.600 1012.90
9414750 20050104 23:48   2.700 173.000   3.000  10.100  10.600 1013.00
9414750 20050104 23:54   2.800 177.000   3.100  10.100  10.600 1013.00
9414750 20050105 00:00   2.900 177.000   3.100  10.100  10.600 1013.20
9414750 20050105 00:06   2.300 176.000   3.100  10.100  10.500 1013.20
9414750 20050105 00:12   3.000 170.000   3.300  10.100  10.500 1013.30
9414750 20050105 00:18   3.200 169.000   3.400  10.100  10.500 1013.30
9414750 20050105 00:24   3.100 159.000   3.400  10.100  10.500 1013.40
9414750 20050105 00:30   2.900 161.000   3.500  10.200  10.500 1013.40
9414750 20050105 00:36   2.800 159.000   3.200  10.100  10.500 1013.40
9414750 20050105 00:42   3.000 156.000   3.500  10.200  10.500 1013.40
9414750 20050105 00:48   3.300 155.000   3.800  10.100  10.500 1013.50
9414750 20050105 00:54   3.500 151.000   3.800  10.100  10.500 1013.50
9414750 20050105 01:00   4.000 151.000   4.300  10.100  10.500 1013.50
9414750 20050105 01:06   3.700 154.000   4.400  10.100  10.500 1013.50
9414750 20050105 01:12   3.500 151.000   4.200  10.000  10.500 1013.60
9414750 20050105 01:18   4.300 153.000   4.500   9.900  10.500 1013.70
9414750 20050105 01:24   3.700 145.000   4.500  10.000  10.500 1013.50
9414750 20050105 01:30   4.400 140.000   4.700   9.900  10.500 1013.50
9414750 20050105 01:36   4.000 138.000   4.800   9.900  10.500 1013.90
9414750 20050105 01:42   4.400 139.000   5.100   9.900  10.500 1014.00
9414750 20050105 01:48   4.800 144.000   5.200   9.900  10.500 1014.10
9414750 20050105 01:54   4.700 149.000   5.400   9.900  10.500 1014.30
9414750 20050105 02:00   5.000 145.000   5.300   9.900  10.500 1014.40
9414750 20050105 02:06   5.200 149.000   5.900   9.900  10.500 1014.40
9414750 20050105 02:12   5.000 144.000   6.000   9.900  10.500 1014.50
9414750 20050105 02:18   4.500 146.000   5.600   9.900  10.500 1014.60
9414750 20050105 02:24   4.900 150.000   5.500   9.900  10.500 1014.70
9414750 20050105 02:30   5.100 147.000   6.000   9.900  10.500 1014.80
9414750 20050105 02:36   5.300 138.000   5.800  10.000  10.500 1014.80
9414750 20050105 02:42   5.000 135.000   5.700  10.000  10.500 1014.70
9414750 20050105 02:48   5.700 132.000   6.300  10.000  10.500 1014.70
9414750 20050105 02:54   5.500 137.000   6.700  10.000  10.500 1014.90
9414750 20050105 03:00   4.200 123.000   5.400   9.700  10.500 1014.90
9414750 20050105 03:06   4.000 116.000   4.800   9.600  10.500 1015.10
9414750 20050105 03:12   4.100 126.000   4.800   9.700  10.500 1015.20
9414750 20050105 03:18   4.900 130.000   5.700   9.700  10.500 1015.20
9414750 20050105 03:24   4.500 128.000   5.500   9.700  10.500 1015.40
9414750 20050105 03:30   4.400 123.000   5.300   9.600  10.500 1015.50
9414750 20050105 03:36   2.800  96.000   5.500   9.100  10.500 1015.60
9414750 20050105 03:42   3.700 107.000   4.500   9.100  10.500 1015.70
9414750 20050105 03:48   3.500 119.000   4.200   9.200  10.600 1015.70
9414750 20050105 03:54   4.300 120.000   5.200   9.200  10.500 1015.70
9414750 20050105 04:00   4.000 124.000   4.800   9.300  10.500 1015.70
9414750 20050105 04:06   3.800 119.000   4.600   9.200  10.600 1015.90
9414750 20050105 04:12   3.700 116.000   4.700   9.100  10.600 1016.00
9414750 20050105 04:18   3.800 108.000   4.600   9.000  10.600 1016.10
9414750 20050105 04:24   4.600 115.000   5.000   9.000  10.600 1016.10
9414750 20050105 04:30   4.200 120.000   5.100   9.000  10.600 1016.20
9414750 20050105 04:36   3.600 115.000   4.900   9.000  10.500 1016.30
9414750 20050105 04:42   4.000 118.000   4.500   9.000  10.500 1016.30
9414750 20050105 04:48   3.600 116.000   4.300   9.100  10.500 1016.40
9414750 20050105 04:54   2.800 114.000   3.400   9.100  10.500 1016.50
9414750 20050105 05:00   3.600 110.000   4.500   9.100  10.500 1016.50
9414750 20050105 05:06   3.500 100.000   4.600   8.900  10.500 1016.50
9414750 20050105 05:12   3.600 104.000   4.700   8.800  10.500 1016.50
9414750 20050105 05:18   3.800 113.000   4.400   8.900  10.500 1016.60
9414750 20050105 05:24   4.100 112.000   5.800   9.000  10.500 1016.60
9414750 20050105 05:30   3.700 108.000   5.300   8.900  10.500 1016.80
9414750 20050105 05:36   3.400 113.000   4.500          10.500 1016.90
9414750 20050105 05:42   4.600 116.000   5.200   8.900  10.500 1016.90
9414750 20050105 05:48   4.500 109.000   5.400   8.900  10.500 1017.00
9414750 20050105 05:54   3.800 101.000   4.600   8.800  10.500 1017.00
9414750 20050105 06:00   4.000 110.000   5.000   8.800  10.600 1017.00
9414750 20050105 06:06   3.000 111.000   4.900   8.800  10.600 1017.20
9414750 20050105 06:12   3.100 112.000   4.500   8.700  10.600 1017.20
9414750 20050105 06:18   3.100 114.000   4.700   8.700  10.600 1017.30
9414750 20050105 06:24   4.000 120.000   4.500   8.700  10.600 1017.40
9414750 20050105 06:30   3.100 113.000   4.300   8.600  10.500 1017.50
9414750 20050105 06:36   3.400 125.000   4.100   8.700  10.600 1017.60
9414750 20050105 06:42   3.800 125.000   4.600   8.800  10.500 1017.60
9414750 20050105 06:48   3.500 119.000   4.700   8.700  10.500 1017.70
9414750 20050105 06:54   5.200 128.000   6.300   8.900  10.500 1017.80
9414750 20050105 07:00   3.800 117.000   5.600   8.700  10.500 1017.90
9414750 20050105 07:06   3.600 112.000   4.700   8.600  10.500 1018.00
9414750 20050105 07:12   3.100 111.000   4.800   8.400  10.500 1018.10
9414750 20050105 07:18   3.200 110.000   4.000   8.400  10.500 1018.10
9414750 20050105 07:24   3.600 113.000   4.200   8.400  10.500 1018.20
9414750 20050105 07:30   3.900 115.000   4.500   8.400  10.500 1018.20
9414750 20050105 07:36   4.100 116.000   4.800   8.400  10.500 1018.10
9414750 20050105 07:42   4.200 123.000   5.100   8.500  10.500 1018.20
9414750 20050105 07:48   4.100 124.000   4.800   8.500  10.500 1018.20
9414750 20050105 07:54   4.200 124.000   4.800   8.500  10.500 1018.30
9414750 20050105 08:00   3.900 121.000   5.000   8.400  10.500 1018.40
9414750 20050105 08:06   3.400 120.000   4.200   8.300  10.500 1018.50
9414750 20050105 08:12   2.800 122.000   4.000   8.300  10.500 1018.60
9414750 20050105 08:18                                                
9414750 20050105 08:24   2.100 112.000   3.200   8.100  10.500 1018.60
9414750 20050105 08:30   2.300 120.000   3.200   8.200  10.500 1018.70
9414750 20050105 08:36   2.600 116.000   3.200   8.100  10.500 1018.60
9414750 20050105 08:42   3.200 117.000   3.900   8.100  10.500 1018.60
9414750 20050105 08:48   3.400 116.000   4.400   8.100  10.500 1018.70
9414750 20050105 08:54   2.800 124.000   3.900   8.100  10.600 1018.70
9414750 20050105 09:00   3.000 125.000   4.100   8.200  10.600 1018.80
9414750 20050105 09:06   3.300 126.000   3.900   8.200  10.600 1018.80
9414750 20050105 09:12   3.400 122.000   4.100   8.200  10.600 1018.80
9414750 20050105 09:18                                                
9414750 20050105 09:24   2.900 104.000   4.300   8.000  10.600 1018.90
9414750 20050105 09:30   3.200 104.000   3.900   7.900  10.600 1018.90
9414750 20050105 09:36   2.600 107.000   3.800   7.900  10.600 1018.90
9414750 20050105 09:42   2.700 111.000   3.500   8.000  10.600 1019.00
9414750 20050105 09:48   2.600 110.000   3.500   8.000  10.600 1019.10
9414750 20050105 09:54   2.700 118.000   3.400   8.100  10.700 1019.40
9414750 20050105 10:00   3.000 124.000   3.900   8.200  10.700 1019.40
9414750 20050105 10:06   3.400 119.000   4.000   8.200  10.600 1019.40
9414750 20050105 10:12   4.000 123.000   4.300   8.300  10.600 1019.40
9414750 20050105 10:18   4.600 120.000   5.200   8.200  10.600 1019.60
9414750 20050105 10:24   4.700 120.000   5.400   8.200  10.600 1019.60
9414750 20050105 10:30   4.300 117.000   5.200   8.200  10.600 1019.70
9414750 20050105 10:36   4.400 112.000   5.100   8.200  10.700 1019.70
9414750 20050105 10:42   4.600 116.000   5.500   8.200  10.700 1019.80
9414750 20050105 10:48   4.300 117.000   5.200   8.200  10.700 1019.90
9414750 20050105 10:54   3.600 108.000   4.500   8.200  10.600 1020.00
9414750 20050105 11:00   3.000 119.000   4.100   8.200  10.700 1020.00
9414750 20050105 11:06   2.200 125.000   3.000   8.100  10.600 1020.10
9414750 20050105 11:12   1.800 108.000   2.700   8.100  10.600 1020.10
9414750 20050105 11:18   0.900 110.000   2.100   7.900  10.600 1020.10
9414750 20050105 11:24   0.600 105.000   2.100   7.800  10.700 1020.20
9414750 20050105 11:30   0.000 103.000   1.200   7.600  10.700 1020.20
9414750 20050105 11:36   0.000  91.000   0.000   7.600  10.600 1020.20
9414750 20050105 11:42   0.000  78.000   0.000   7.500  10.600 1020.10
9414750 20050105 11:48   0.000  37.000   0.400   7.400  10.600 1020.10
9414750 20050105 11:54   0.000 220.000   0.000   7.700  10.700 1020.40
9414750 20050105 12:00   0.000 115.000   0.000   7.800  10.700 1020.30
9414750 20050105 12:06   0.000  96.000   0.400   7.800  10.600 1020.20
9414750 20050105 12:12   0.300 118.000   2.100   7.800  10.600 1020.20
9414750 20050105 12:18   0.300 127.000   2.000   8.100  10.600 1020.40
9414750 20050105 12:24   1.400 147.000   2.100   8.400  10.700 1020.50
9414750 20050105 12:30   0.900 153.000   2.100   8.600  10.600 1020.60
9414750 20050105 12:36   0.500 154.000   1.500   8.600  10.600 1020.60
9414750 20050105 12:42   0.400 171.000   1.000   8.700  10.600 1020.70
9414750 20050105 12:48   0.200 160.000   1.900   8.600  10.600 1020.70
9414750 20050105 12:54   1.000 136.000   2.000   8.600  10.600 1020.80
9414750 20050105 13:00   2.100 126.000   2.800   8.700  10.600 1020.80
9414750 20050105 13:06   2.000 129.000   2.900   8.700  10.600 1020.90
9414750 20050105 13:12   1.100 126.000   2.400   8.600  10.600 1021.00
9414750 20050105 13:18   2.600 129.000   3.100   8.600  10.600 1021.00
9414750 20050105 13:24   3.100 130.000   4.000   8.600  10.600 1021.10
9414750 20050105 13:30   2.700 131.000   3.900   8.600  10.500 1021.30
9414750 20050105 13:36   3.300 134.000   3.700   8.600  10.500 1021.30
9414750 20050105 13:42   3.700 140.000   4.400   8.700  10.400 1021.30
9414750 20050105 13:48   3.200 120.000   4.300   8.700  10.400 1021.40
9414750 20050105 13:54   2.700 109.000   3.700   8.500  10.400 1021.40
9414750 20050105 14:00   3.100 115.000   3.600   8.500  10.400 1021.50
9414750 20050105 14:06   3.400 120.000   4.100   8.600  10.400 1021.60
9414750 20050105 14:12   3.700 121.000   4.100   8.500  10.400        
9414750 20050105 14:18   3.200 138.000   3.700   8.500  10.400 1021.80
9414750 20050105 14:24   1.900 142.000   3.000   8.500  10.400 1021.90
9414750 20050105 14:30   1.400 143.000   2.200   8.500  10.400 1022.00
9414750 20050105 14:36   0.500 137.000   2.300   8.500  10.400 1022.10
9414750 20050105 14:42   0.800 121.000   2.000   8.400  10.400 1022.20
9414750 20050105 14:48   1.300 130.000   2.200   8.400  10.400 1022.30
9414750 20050105 14:54   1.400 127.000   2.900   8.600  10.400 1022.30
9414750 20050105 15:00   3.100 135.000   3.500   8.700  10.400 1022.40
9414750 20050105 15:06   3.400 133.000   4.100   8.800  10.400 1022.50
9414750 20050105 15:12   3.300 129.000   4.100   8.800  10.400 1022.60
9414750 20050105 15:18   2.400 126.000   3.700   8.700  10.400 1022.70
9414750 20050105 15:24   2.400 121.000   3.600   8.700  10.400 1022.70
9414750 20050105 15:30   1.300 109.000   3.000   8.600  10.400 1022.80
9414750 20050105 15:36   2.900 111.000   3.400   8.600  10.400 1022.80
9414750 20050105 15:42   2.200 105.000   3.000   8.600  10.400 1023.00
9414750 20050105 15:48                                                
9414750 20050105 15:54   1.800 105.000   2.500   8.500  10.400 1023.20
9414750 20050105 16:00   2.700 114.000   3.600   8.700  10.400 1023.30
9414750 20050105 16:06   3.100 112.000   3.500   8.700  10.400 1023.30
9414750 20050105 16:12   3.100 113.000   3.800   8.700  10.400 1023.30
9414750 20050105 16:18   2.900 119.000   3.600   8.700  10.400 1023.40
9414750 20050105 16:24   2.800 114.000   3.500   8.800  10.400 1023.60
9414750 20050105 16:30   3.200 117.000   3.900   8.700  10.400 1023.70
9414750 20050105 16:36   2.300 110.000   3.400   8.700  10.400 1023.80
9414750 20050105 16:42   2.000 111.000   2.400   8.700  10.400 1023.90
9414750 20050105 16:48   1.900 110.000   2.800   8.700  10.400 1024.00
9414750 20050105 16:54   2.300 112.000   3.300   8.800  10.400 1024.00
9414750 20050105 17:00   2.400 105.000   3.200   8.800  10.400 1024.00
9414750 20050105 17:06   2.800 111.000   4.200   8.800  10.400 1024.00
9414750 20050105 17:12   1.400 113.000   3.000   8.900  10.400 1024.10
9414750 20050105 17:18   2.300 114.000   3.100   9.000  10.300 1024.20
9414750 20050105 17:24   0.500 115.000   2.100   9.000  10.400 1024.30
9414750 20050105 17:30   1.000 126.000   2.200   9.100  10.400 1024.40
9414750 20050105 17:36   0.900 126.000   2.200   9.200  10.400 1024.50
9414750 20050105 17:42   0.800 125.000   2.100   9.200  10.400 1024.60
9414750 20050105 17:48   1.500 123.000   2.300   9.300  10.400 1024.70
9414750 20050105 17:54                                                
9414750 20050105 18:00   2.000 133.000   2.400   9.300  10.400 1024.80
9414750 20050105 18:06   2.100 125.000   2.400   9.300         1024.80
9414750 20050105 18:12   2.400 113.000   2.700   9.300  10.400 1024.70
9414750 20050105 18:18   2.600 117.000   2.800   9.300  10.400 1024.70
9414750 20050105 18:24   3.000 119.000   3.500   9.400  10.400 1024.80
9414750 20050105 18:30   3.100 116.000   3.700   9.500  10.400 1024.80
9414750 20050105 18:36   3.900 132.000   5.200   9.600  10.400 1024.60
9414750 20050105 18:42   4.400 132.000   4.900   9.600  10.300 1024.50
9414750 20050105 18:48   3.600 126.000   5.100   9.700  10.300 1024.50
9414750 20050105 18:54   3.400 130.000   4.000   9.800  10.400 1024.60
9414750 20050105 19:00   3.400 121.000   4.400   9.700  10.400 1024.60
9414750 20050105 19:06   3.100 113.000   3.800   9.700  10.400 1024.50
9414750 20050105 19:12   3.300 101.000   4.000   9.700  10.400 1024.40
9414750 20050105 19:18                                                
9414750 20050105 19:24   2.800 123.000   3.300   9.700  10.400 1024.50
9414750 20050105 19:30   3.400 132.000   4.100   9.600  10.400 1024.50
9414750 20050105 19:36   2.400 125.000   3.500   9.600  10.400 1024.40
9414750 20050105 19:42   2.600 125.000   3.100   9.800  10.400 1024.30
9414750 20050105 19:48   1.200 129.000   2.800   9.900  10.400 1024.20
9414750 20050105 19:54   0.700 129.000   1.900  10.000  10.400 1024.10
9414750 20050105 20:00   0.600 132.000   2.200  10.100  10.400 1024.20
9414750 20050105 20:06   0.700 124.000   2.000  10.100  10.400 1024.10
9414750 20050105 20:12   2.000 121.000   2.600  10.100  10.400 1024.10
9414750 20050105 20:18   1.200 116.000   2.800  10.100  10.400 1024.10
9414750 20050105 20:24   0.400 121.000   2.000  10.200  10.400 1024.10
9414750 20050105 20:30   0.600 128.000   2.000  10.300  10.400 1024.10
9414750 20050105 20:36   0.000 137.000   0.500  10.400  10.400 1024.00
9414750 20050105 20:42   0.000 167.000   0.000  10.300  10.400 1024.00
9414750 20050105 20:48   0.700 161.000   2.100  10.100  10.400 1023.90
9414750 20050105 20:54   0.600 128.000   2.900  10.000  10.400 1023.90
9414750 20050105 21:00   0.400 128.000   1.900  10.100  10.400 1023.80
9414750 20050105 21:06   0.400 129.000   0.500  10.200  10.400 1023.70
9414750 20050105 21:12   0.400 144.000   0.500  10.200  10.400 1023.70
9414750 20050105 21:18   0.000 182.000   0.400  10.300  10.400 1023.80
9414750 20050105 21:24   2.500 283.000   2.900  10.100  10.400 1023.70
9414750 20050105 21:30   2.600 291.000   3.400   9.900  10.400 1023.70
9414750 20050105 21:36   2.400 293.000   3.000   9.900  10.400 1023.70
9414750 20050105 21:42   2.100 306.000   3.800   9.800  10.400 1023.60
9414750 20050105 21:48   2.100 299.000   3.600   9.700  10.400 1023.50
9414750 20050105 21:54   1.800 293.000   3.600   9.800  10.500 1023.60
9414750 20050105 22:00   1.700 322.000   4.100   9.800  10.500 1023.60
9414750 20050105 22:06   2.400 288.000   3.300   9.700  10.500 1023.60
